date,country,price
2022-07-26,Austria,446.4316666666667
2022-07-27,Austria,468.19708333333335
2022-07-28,Austria,496.50708333333336
2022-07-29,Austria,477.77
2022-07-30,Austria,403.31875
2022-07-31,Austria,317.22041666666667
2022-08-01,Austria,435.89458333333334
2022-08-02,Austria,450.085
2022-08-03,Austria,431.6929166666667
2022-08-04,Austria,424.17083333333335
2022-08-05,Austria,409.09375
2022-08-06,Austria,299.69375
2022-08-07,Austria,219.79791666666668
2022-08-08,Austria,378.9675
2022-08-09,Austria,354.02166666666665
2022-08-10,Austria,343.4275
2022-08-11,Austria,390.04041666666666
2022-08-12,Austria,444.5025
2022-08-13,Austria,412.2895833333333
2022-08-14,Austria,378.6645833333333
2022-08-15,Austria,433.58708333333334
2022-08-16,Austria,495.4558333333333
2022-08-17,Austria,554.96
2022-08-18,Austria,561.4475
2022-08-19,Austria,518.3358333333333
2022-08-20,Austria,462.0754166666667
2022-08-21,Austria,412.48083333333335
2022-08-22,Austria,567.7033333333334
2022-08-23,Austria,618.9641666666666
2022-08-24,Austria,632.6145833333334
2022-08-25,Austria,633.76875
2022-08-26,Austria,713.1529166666667
2022-08-27,Austria,637.3216666666667
2022-08-28,Austria,548.3783333333333
2022-08-29,Austria,767.3979166666667
2022-08-30,Austria,722.42625
2022-08-31,Austria,668.135
2022-09-01,Austria,614.8116666666667
2022-09-02,Austria,495.2683333333333
2022-09-03,Austria,364.28791666666666
2022-09-04,Austria,309.57458333333335
2022-09-05,Austria,458.28125
2022-09-06,Austria,517.2583333333333
2022-09-07,Austria,478.50166666666667
2022-09-08,Austria,448.04291666666666
2022-09-09,Austria,371.84
2022-09-10,Austria,406.25875
2022-09-11,Austria,386.7525
2022-09-12,Austria,418.9116666666667
2022-09-13,Austria,422.21916666666664
2022-09-14,Austria,456.8975
2022-09-15,Austria,390.5783333333333
2022-01-01,Belgium,84.63583333333334
2022-01-02,Belgium,48.21208333333333
2022-01-03,Belgium,84.81583333333333
2022-01-04,Belgium,155.66291666666666
2022-01-05,Belgium,158.96333333333334
2022-01-06,Belgium,212.24166666666667
2022-01-07,Belgium,189.92
2022-01-08,Belgium,171.44375
2022-01-09,Belgium,151.32208333333332
2022-01-10,Belgium,261.75333333333333
2022-01-11,Belgium,251.39
2022-01-12,Belgium,236.80416666666667
2022-01-13,Belgium,215.71625
2022-01-14,Belgium,217.69541666666666
2022-01-15,Belgium,217.76041666666666
2022-01-16,Belgium,200.56541666666666
2022-01-17,Belgium,206.54749999999999
2022-01-18,Belgium,239.15416666666667
2022-01-19,Belgium,193.59333333333333
2022-01-20,Belgium,179.43291666666667
2022-01-21,Belgium,191.72
2022-01-22,Belgium,193.97916666666666
2022-01-23,Belgium,193.59416666666667
2022-01-24,Belgium,245.92291666666668
2022-01-25,Belgium,290.2920833333333
2022-01-26,Belgium,224.87583333333333
2022-01-27,Belgium,200.57708333333335
2022-01-28,Belgium,214.32125
2022-01-29,Belgium,113.68541666666667
2022-01-30,Belgium,186.87
2022-01-31,Belgium,204.9675
2022-02-01,Belgium,198.32708333333332
2022-02-02,Belgium,183.35625
2022-02-03,Belgium,193.02458333333334
2022-02-04,Belgium,179.00666666666666
2022-02-05,Belgium,96.63416666666667
2022-02-06,Belgium,68.34458333333333
2022-02-07,Belgium,189.97333333333333
2022-02-08,Belgium,177.00666666666666
2022-02-09,Belgium,193.60291666666666
2022-02-10,Belgium,201.70458333333335
2022-02-11,Belgium,194.27208333333334
2022-02-12,Belgium,150.91958333333332
2022-02-13,Belgium,84.32333333333334
2022-02-14,Belgium,156.9825
2022-02-15,Belgium,180.60708333333332
2022-02-16,Belgium,121.60666666666667
2022-02-17,Belgium,110.34666666666666
2022-02-18,Belgium,154.19166666666666
2022-02-19,Belgium,83.48666666666666
2022-02-20,Belgium,96.35875
2022-02-21,Belgium,148.46625
2022-02-22,Belgium,160.11625
2022-02-23,Belgium,171.47666666666666
2022-02-24,Belgium,166.22
2022-02-25,Belgium,246.87583333333333
2022-02-26,Belgium,238.88958333333332
2022-02-27,Belgium,186.37375
2022-02-28,Belgium,221.35541666666666
2022-03-01,Belgium,260.1770833333333
2022-03-02,Belgium,273.30625
2022-03-03,Belgium,342.31791666666663
2022-03-04,Belgium,366.36375
2022-03-05,Belgium,359.72583333333336
2022-03-06,Belgium,331.4629166666667
2022-03-07,Belgium,413.94708333333335
2022-03-08,Belgium,461.99916666666667
2022-03-09,Belgium,455.20166666666665
2022-03-10,Belgium,340.19916666666666
2022-03-11,Belgium,176.18916666666667
2022-03-12,Belgium,186.10875
2022-03-13,Belgium,146.74291666666667
2022-03-14,Belgium,279.4141666666667
2022-03-15,Belgium,290.8358333333333
2022-03-16,Belgium,277.2075
2022-03-17,Belgium,245.99666666666667
2022-03-18,Belgium,229.21875
2022-03-19,Belgium,106.76541666666667
2022-03-20,Belgium,165.22791666666666
2022-03-21,Belgium,220.00875
2022-03-22,Belgium,231.97375
2022-03-23,Belgium,232.77541666666667
2022-03-24,Belgium,240.93
2022-03-25,Belgium,241.80125
2022-03-26,Belgium,169.60708333333332
2022-03-27,Belgium,199.0025
2022-03-28,Belgium,226.8925
2022-03-29,Belgium,244.68958333333333
2022-03-30,Belgium,263.26458333333335
2022-03-31,Belgium,251.54041666666666
2022-04-01,Belgium,213.19
2022-04-02,Belgium,229.2625
2022-04-03,Belgium,274.79333333333335
2022-04-04,Belgium,208.78916666666666
2022-04-05,Belgium,196.08541666666667
2022-04-06,Belgium,115.18291666666667
2022-04-07,Belgium,84.52958333333333
2022-04-08,Belgium,225.14166666666668
2022-04-09,Belgium,139.52541666666667
2022-04-10,Belgium,182.81291666666667
2022-04-11,Belgium,227.26208333333332
2022-04-12,Belgium,212.62875
2022-04-13,Belgium,235.31875
2022-04-14,Belgium,226.63625
2022-04-15,Belgium,200.76583333333335
2022-04-16,Belgium,141.82
2022-04-17,Belgium,100.01958333333333
2022-04-18,Belgium,129.96583333333334
2022-04-19,Belgium,208.11
2022-04-20,Belgium,198.56208333333333
2022-04-21,Belgium,196.43666666666667
2022-04-22,Belgium,167.30416666666667
2022-04-23,Belgium,71.845
2022-04-24,Belgium,83.64416666666666
2022-04-25,Belgium,222.01333333333332
2022-04-26,Belgium,230.53
2022-04-27,Belgium,220.91958333333332
2022-04-28,Belgium,229.79625000000001
2022-04-29,Belgium,227.2175
2022-04-30,Belgium,201.42541666666668
2022-05-01,Belgium,194.7675
2022-05-02,Belgium,216.51333333333332
2022-05-03,Belgium,219.7725
2022-05-04,Belgium,228.79083333333332
2022-05-05,Belgium,233.81291666666667
2022-05-06,Belgium,225.67708333333334
2022-05-07,Belgium,199.73416666666665
2022-05-08,Belgium,168.43625
2022-05-09,Belgium,215.8075
2022-05-10,Belgium,164.33458333333334
2022-05-11,Belgium,145.88833333333332
2022-05-12,Belgium,181.1125
2022-05-13,Belgium,162.34458333333333
2022-05-14,Belgium,157.9175
2022-05-15,Belgium,145.65666666666667
2022-05-16,Belgium,192.5325
2022-05-17,Belgium,219.32583333333332
2022-05-18,Belgium,202.25708333333333
2022-05-19,Belgium,210.44916666666666
2022-05-20,Belgium,197.95791666666668
2022-05-21,Belgium,140.70208333333335
2022-05-22,Belgium,164.85416666666666
2022-05-23,Belgium,188.56791666666666
2022-05-24,Belgium,174.40958333333333
2022-05-25,Belgium,151.28958333333333
2022-05-26,Belgium,47.07125
2022-05-27,Belgium,48.21791666666667
2022-05-28,Belgium,81.34458333333333
2022-05-29,Belgium,161.56583333333333
2022-05-30,Belgium,225.38
2022-05-31,Belgium,210.14541666666668
2022-06-01,Belgium,212.63625
2022-06-02,Belgium,184.12375
2022-06-03,Belgium,166.23291666666665
2022-06-04,Belgium,142.60083333333333
2022-06-05,Belgium,135.78583333333333
2022-06-06,Belgium,71.86291666666666
2022-06-07,Belgium,185.40666666666667
2022-06-08,Belgium,181.67333333333335
2022-06-09,Belgium,175.73458333333335
2022-06-10,Belgium,182.22
2022-06-11,Belgium,106.395
2022-06-12,Belgium,114.21458333333332
2022-06-13,Belgium,169.08291666666668
2022-06-14,Belgium,197.43
2022-06-15,Belgium,214.08791666666667
2022-06-16,Belgium,243.79
2022-06-17,Belgium,266.3025
2022-06-18,Belgium,227.02125
2022-06-19,Belgium,163.69791666666666
2022-06-20,Belgium,267.16833333333335
2022-06-21,Belgium,306.625
2022-06-22,Belgium,290.5625
2022-06-23,Belgium,315.5525
2022-06-24,Belgium,291.9891666666667
2022-06-25,Belgium,253.62583333333333
2022-06-26,Belgium,225.74875
2022-06-27,Belgium,314.695
2022-06-28,Belgium,326.20375
2022-06-29,Belgium,298.13208333333336
2022-06-30,Belgium,348.20125
2022-07-01,Belgium,304.4295833333333
2022-07-02,Belgium,236.99333333333334
2022-07-03,Belgium,209.58916666666667
2022-07-04,Belgium,316.71208333333334
2022-07-05,Belgium,323.62041666666664
2022-07-06,Belgium,335.13
2022-07-07,Belgium,290.72625
2022-07-08,Belgium,350.3233333333333
2022-07-09,Belgium,235.85958333333335
2022-07-10,Belgium,209.13416666666666
2022-07-11,Belgium,371.08125
2022-07-12,Belgium,379.90375
2022-07-13,Belgium,379.53333333333336
2022-07-14,Belgium,369.80875
2022-07-15,Belgium,359.0995833333333
2022-07-16,Belgium,229.19666666666666
2022-07-17,Belgium,222.45125
2022-07-18,Belgium,410.42375
2022-07-19,Belgium,343.82375
2022-07-20,Belgium,344.005
2022-07-21,Belgium,350.01916666666665
2022-07-22,Belgium,342.7558333333333
2022-07-23,Belgium,324.08166666666665
2022-07-24,Belgium,232.36333333333334
2022-07-25,Belgium,291.66333333333336
2022-07-26,Belgium,334.82666666666665
2022-07-27,Belgium,386.31333333333333
2022-07-28,Belgium,403.7654166666667
2022-07-29,Belgium,394.04791666666665
2022-07-30,Belgium,370.17541666666665
2022-07-31,Belgium,316.11833333333334
2022-08-01,Belgium,404.10791666666665
2022-08-02,Belgium,292.7775
2022-08-03,Belgium,338.015
2022-08-04,Belgium,390.84041666666667
2022-08-05,Belgium,368.99625000000003
2022-08-06,Belgium,275.43874999999997
2022-08-07,Belgium,217.94541666666666
2022-08-08,Belgium,353.50041666666664
2022-08-09,Belgium,342.15791666666667
2022-08-10,Belgium,330.9266666666667
2022-08-11,Belgium,380.035
2022-08-12,Belgium,432.6329166666667
2022-08-13,Belgium,361.35625
2022-08-14,Belgium,326.15791666666667
2022-08-15,Belgium,420.555
2022-08-16,Belgium,434.43375000000003
2022-08-17,Belgium,540.6320833333333
2022-08-18,Belgium,537.4033333333333
2022-08-19,Belgium,505.7291666666667
2022-08-20,Belgium,428.6408333333333
2022-08-21,Belgium,376.4425
2022-08-22,Belgium,564.9816666666667
2022-08-23,Belgium,606.5891666666666
2022-08-24,Belgium,607.58875
2022-08-25,Belgium,594.8829166666667
2022-08-26,Belgium,706.3345833333333
2022-08-27,Belgium,589.7116666666667
2022-08-28,Belgium,410.52791666666667
2022-08-29,Belgium,634.1341666666667
2022-08-30,Belgium,611.1191666666666
2022-08-31,Belgium,507.2058333333333
2022-09-01,Belgium,500.82916666666665
2022-09-02,Belgium,428.6645833333333
2022-09-03,Belgium,329.47625
2022-09-04,Belgium,263.68833333333333
2022-09-05,Belgium,371.00916666666666
2022-09-06,Belgium,441.4458333333333
2022-09-07,Belgium,447.8020833333333
2022-09-08,Belgium,421.94958333333335
2022-09-09,Belgium,355.1145833333333
2022-09-10,Belgium,406.25875
2022-09-11,Belgium,386.255
2022-09-12,Belgium,406.13375
2022-09-13,Belgium,415.5254166666667
2022-09-14,Belgium,443.33833333333337
2022-09-15,Belgium,391.13916666666665
2022-01-01,Bulgaria,139.96041666666667
2022-01-02,Bulgaria,168.33541666666667
2022-01-03,Bulgaria,198.95125
2022-01-04,Bulgaria,295.1958333333333
2022-01-05,Bulgaria,244.49125
2022-01-06,Bulgaria,111.45875
2022-01-07,Bulgaria,365.82666666666665
2022-01-08,Bulgaria,333.20666666666665
2022-01-09,Bulgaria,346.33416666666665
2022-01-10,Bulgaria,358.165
2022-01-11,Bulgaria,337.7520833333333
2022-01-12,Bulgaria,381.56916666666666
2022-01-13,Bulgaria,403.4745833333333
2022-01-14,Bulgaria,395.52458333333334
2022-01-15,Bulgaria,354.29125
2022-01-16,Bulgaria,380.51416666666665
2022-01-17,Bulgaria,381.79791666666665
2022-01-18,Bulgaria,390.27166666666665
2022-01-19,Bulgaria,426.31416666666667
2022-01-20,Bulgaria,373.78583333333336
2022-01-21,Bulgaria,419.4920833333333
2022-01-22,Bulgaria,192.95458333333335
2022-01-23,Bulgaria,193.05458333333334
2022-01-24,Bulgaria,235.04666666666668
2022-01-25,Bulgaria,284.22833333333335
2022-01-26,Bulgaria,293.375
2022-01-27,Bulgaria,258.0325
2022-01-28,Bulgaria,242.7175
2022-01-29,Bulgaria,234.1175
2022-01-30,Bulgaria,148.88041666666666
2022-01-31,Bulgaria,216.52916666666667
2022-02-01,Bulgaria,226.35833333333332
2022-02-02,Bulgaria,247.87666666666667
2022-02-03,Bulgaria,215.32041666666666
2022-02-04,Bulgaria,230.17166666666665
2022-02-05,Bulgaria,224.84916666666666
2022-02-06,Bulgaria,185.0425
2022-02-07,Bulgaria,188.62375
2022-02-08,Bulgaria,159.5425
2022-02-09,Bulgaria,213.22375
2022-02-10,Bulgaria,214.77583333333334
2022-02-11,Bulgaria,211.59333333333333
2022-02-12,Bulgaria,170.2125
2022-02-13,Bulgaria,152.25666666666666
2022-02-14,Bulgaria,222.20583333333335
2022-02-15,Bulgaria,207.23666666666668
2022-02-16,Bulgaria,206.89416666666668
2022-02-17,Bulgaria,176.13625
2022-02-18,Bulgaria,150.96041666666667
2022-02-19,Bulgaria,143.56125
2022-02-20,Bulgaria,124.63708333333334
2022-02-21,Bulgaria,140.82625
2022-02-22,Bulgaria,146.22458333333333
2022-02-23,Bulgaria,180.27666666666667
2022-02-24,Bulgaria,173.42083333333335
2022-02-25,Bulgaria,218.32375
2022-02-26,Bulgaria,204.03541666666666
2022-02-27,Bulgaria,152.79916666666668
2022-02-28,Bulgaria,163.83833333333334
2022-03-01,Bulgaria,224.43166666666667
2022-03-02,Bulgaria,251.17916666666667
2022-03-03,Bulgaria,267.65791666666667
2022-03-04,Bulgaria,363.1958333333333
2022-03-05,Bulgaria,339.41375
2022-03-06,Bulgaria,322.3070833333333
2022-03-07,Bulgaria,306.79041666666666
2022-03-08,Bulgaria,432.4691666666667
2022-03-09,Bulgaria,333.0575
2022-03-10,Bulgaria,310.34375
2022-03-11,Bulgaria,297.94083333333333
2022-03-12,Bulgaria,252.48791666666665
2022-03-13,Bulgaria,267.83916666666664
2022-03-14,Bulgaria,318.40125
2022-03-15,Bulgaria,298.38
2022-03-16,Bulgaria,272.79875
2022-03-17,Bulgaria,242.44333333333333
2022-03-18,Bulgaria,231.04291666666666
2022-03-19,Bulgaria,217.23333333333335
2022-03-20,Bulgaria,122.045
2022-03-21,Bulgaria,227.46791666666667
2022-03-22,Bulgaria,213.95208333333332
2022-03-23,Bulgaria,214.54958333333335
2022-03-24,Bulgaria,222.45125
2022-03-25,Bulgaria,217.65666666666667
2022-03-26,Bulgaria,186.94666666666666
2022-03-27,Bulgaria,135.43083333333334
2022-03-28,Bulgaria,201.88333333333333
2022-03-29,Bulgaria,166.87791666666666
2022-03-30,Bulgaria,154.07583333333332
2022-03-31,Bulgaria,104.69791666666666
2022-04-01,Bulgaria,103.3625
2022-04-02,Bulgaria,122.44125
2022-04-03,Bulgaria,91.40083333333334
2022-04-04,Bulgaria,228.23375
2022-04-05,Bulgaria,210.20375
2022-04-06,Bulgaria,168.57833333333332
2022-04-07,Bulgaria,169.26125
2022-04-08,Bulgaria,158.7325
2022-04-09,Bulgaria,128.80208333333334
2022-04-10,Bulgaria,79.41916666666667
2022-04-11,Bulgaria,183.8625
2022-04-12,Bulgaria,197.68458333333334
2022-04-13,Bulgaria,178.80875
2022-04-14,Bulgaria,219.02375
2022-04-15,Bulgaria,191.59875
2022-04-16,Bulgaria,159.15375
2022-04-17,Bulgaria,86.5825
2022-04-18,Bulgaria,149.26416666666668
2022-04-19,Bulgaria,244.47666666666666
2022-04-20,Bulgaria,240.595
2022-04-21,Bulgaria,209.69166666666666
2022-04-22,Bulgaria,157.12875
2022-04-23,Bulgaria,135.16125
2022-04-24,Bulgaria,131.41666666666666
2022-04-25,Bulgaria,187.76791666666668
2022-04-26,Bulgaria,239.795
2022-04-27,Bulgaria,223.76916666666668
2022-04-28,Bulgaria,230.05291666666668
2022-04-29,Bulgaria,220.97958333333332
2022-04-30,Bulgaria,188.34875
2022-05-01,Bulgaria,185.78
2022-05-02,Bulgaria,205.0875
2022-05-03,Bulgaria,220.01
2022-05-04,Bulgaria,234.34875
2022-05-05,Bulgaria,234.28541666666666
2022-05-06,Bulgaria,223.51
2022-05-07,Bulgaria,193.43041666666667
2022-05-08,Bulgaria,174.25416666666666
2022-05-09,Bulgaria,241.70333333333335
2022-05-10,Bulgaria,211.02958333333333
2022-05-11,Bulgaria,266.66291666666666
2022-05-12,Bulgaria,218.56
2022-05-13,Bulgaria,194.03583333333333
2022-05-14,Bulgaria,176.53791666666666
2022-05-15,Bulgaria,154.53041666666667
2022-05-16,Bulgaria,242.65541666666667
2022-05-17,Bulgaria,235.49583333333334
2022-05-18,Bulgaria,172.73916666666668
2022-05-19,Bulgaria,195.85166666666666
2022-05-20,Bulgaria,207.04666666666668
2022-05-21,Bulgaria,151.16833333333332
2022-05-22,Bulgaria,166.04041666666666
2022-05-23,Bulgaria,209.10625
2022-05-24,Bulgaria,205.1575
2022-05-25,Bulgaria,187.905
2022-05-26,Bulgaria,199.57666666666665
2022-05-27,Bulgaria,205.08458333333334
2022-05-28,Bulgaria,176.65
2022-05-29,Bulgaria,143.1975
2022-05-30,Bulgaria,205.22666666666666
2022-05-31,Bulgaria,219.22916666666666
2022-06-01,Bulgaria,224.05583333333334
2022-06-02,Bulgaria,189.3625
2022-06-03,Bulgaria,176.02208333333334
2022-06-04,Bulgaria,175.95208333333335
2022-06-05,Bulgaria,141.91541666666666
2022-06-06,Bulgaria,177.97125
2022-06-07,Bulgaria,206.77
2022-06-08,Bulgaria,223.43916666666667
2022-06-09,Bulgaria,198.605
2022-06-10,Bulgaria,192.34
2022-06-11,Bulgaria,154.2925
2022-06-12,Bulgaria,116.91125
2022-06-13,Bulgaria,171.58916666666667
2022-06-14,Bulgaria,183.67958333333334
2022-06-15,Bulgaria,212.87916666666666
2022-06-16,Bulgaria,215.14791666666667
2022-06-17,Bulgaria,247.72541666666666
2022-06-18,Bulgaria,196.48958333333334
2022-06-19,Bulgaria,169.13125
2022-06-20,Bulgaria,240.93041666666667
2022-06-21,Bulgaria,250.97083333333333
2022-06-22,Bulgaria,278.45666666666665
2022-06-23,Bulgaria,289.79041666666666
2022-06-24,Bulgaria,212.81541666666666
2022-06-25,Bulgaria,256.45666666666665
2022-06-26,Bulgaria,251.11541666666668
2022-06-27,Bulgaria,329.9745833333333
2022-06-28,Bulgaria,359.905
2022-06-29,Bulgaria,299.94375
2022-06-30,Bulgaria,350.1045833333333
2022-07-01,Bulgaria,354.75875
2022-07-02,Bulgaria,239.28583333333333
2022-07-03,Bulgaria,228.61875
2022-07-04,Bulgaria,384.71666666666664
2022-07-05,Bulgaria,346.65749999999997
2022-07-06,Bulgaria,366.9820833333333
2022-07-07,Bulgaria,325.3016666666667
2022-07-08,Bulgaria,292.0325
2022-07-09,Bulgaria,156.79125
2022-07-10,Bulgaria,126.62333333333333
2022-07-11,Bulgaria,374.5729166666667
2022-07-12,Bulgaria,370.59
2022-07-13,Bulgaria,302.8525
2022-07-14,Bulgaria,266.86333333333334
2022-07-15,Bulgaria,343.8725
2022-07-16,Bulgaria,268.2758333333333
2022-07-17,Bulgaria,230.6025
2022-07-18,Bulgaria,351.24
2022-07-19,Bulgaria,290.5229166666667
2022-07-20,Bulgaria,270.6020833333333
2022-07-21,Bulgaria,336.46833333333336
2022-07-22,Bulgaria,428.2975
2022-07-23,Bulgaria,344.12666666666667
2022-07-24,Bulgaria,308.57875
2022-07-25,Bulgaria,466.35875
2022-07-26,Bulgaria,433.86333333333334
2022-07-27,Bulgaria,469.0629166666667
2022-07-28,Bulgaria,359.83416666666665
2022-07-29,Bulgaria,383.1275
2022-07-30,Bulgaria,328.645
2022-07-31,Bulgaria,275.23333333333335
2022-08-01,Bulgaria,421.19083333333333
2022-08-02,Bulgaria,398.45625
2022-08-03,Bulgaria,391.75
