market,date,com.l,idx.l,ncm.l,nrp.l,tot.l,com.s,idx.s,ncm.s,nrp.s,tot.s,com.n,idx.n,ncm.n,nrp.n,tot.n,delta_com.l,delta_idx.l,delta_ncm.l,delta_nrp.l,delta_tot.l,delta_com.s,delta_idx.s,delta_ncm.s,delta_nrp.s,delta_tot.s,delta_com.n,delta_idx.n,delta_ncm.n,delta_nrp.n,delta_tot.n,share_com.l,share_idx.l,share_ncm.l,share_nrp.l,share_tot.l,share_com.s,share_idx.s,share_ncm.s,share_nrp.s,share_tot.s,traders_com.l,traders_idx.l,traders_ncm.l,traders_nrp.l,traders_tot.l,traders_com.s,traders_idx.s,traders_ncm.s,traders_nrp.s,traders_tot.s,open_int,delta_open_int
Wheat-Srw - Chicago Board Of Trade,2020-03-10T00:00:00Z,61881,175185,70906,30721,515883,144413,67668,78287,48325,498278,-82532,107517,-7381,-17604,17605,451,4107,-503,-1179,14488,264,9043,-3424,-3008,16317,187,-4936,2921,1829,-1829,11.3,32,13,5.6,94.4,26.4,12.4,14.3,8.8,91.2,78,51,87,NA,294,112,24,100,NA,306,546604,13309
Wheat-Srw - Chicago Board Of Trade,2020-03-17T00:00:00Z,65998,171392,42820,28640,490651,121019,69227,72883,45721,473570,-55021,102165,-30063,-17081,17081,4117,-3793,-28087,-2081,-25232,-23394,1559,-5404,-2605,-24708,27511,-5352,-22683,524,-524,12.7,33,8.2,5.5,94.5,23.3,13.3,14,8.8,91.2,75,50,75,NA,283,108,25,101,NA,299,519290,-27313
Wheat-Srw - Chicago Board Of Trade,2020-03-24T00:00:00Z,64206,157939,46217,29585,465710,146953,53617,51962,45414,449880,-82747,104322,-5745,-15829,15830,-1792,-13453,3397,945,-24941,25934,-15610,-20921,-306,-23689,-27726,2157,24318,1251,-1252,13,31.9,9.3,6,94,29.7,10.8,10.5,9.2,90.8,72,47,78,NA,265,104,24,76,NA,268,495295,-23996
Wheat-Srw - Chicago Board Of Trade,2020-03-31T00:00:00Z,67832,161258,62851,32833,461646,167811,55900,52653,48410,446069,-99979,105358,10198,-15577,15577,3626,3319,16635,3248,-4065,20858,2283,692,2996,-3812,-17232,1036,15943,252,-253,13.7,32.6,12.7,6.6,93.4,33.9,11.3,10.6,9.8,90.2,70,48,82,NA,274,104,21,92,NA,270,494478,816
Wheat-Srw - Chicago Board Of Trade,2020-04-07T00:00:00Z,70811,160792,58188,33312,460293,162272,51190,61362,48278,445326,-91461,109602,-3174,-14966,14967,2979,-466,-4663,479,-1353,-5539,-4710,8709,-132,-742,8518,4244,-13372,611,-611,14.3,32.6,11.8,6.7,93.3,32.9,10.4,12.4,9.8,90.2,76,49,77,NA,278,105,20,93,NA,268,493604,874
Wheat-Srw - Chicago Board Of Trade,2020-04-14T00:00:00Z,73003,160648,58499,32932,471860,164460,48201,64316,48105,456688,-91457,112447,-5817,-15173,15172,2193,-144,311,-379,11567,2189,-2989,2954,-173,11361,4,2845,-2643,-206,206,14.5,31.8,11.6,6.5,93.5,32.6,9.5,12.7,9.5,90.5,73,49,83,NA,291,100,21,104,NA,278,504792,11188
Wheat-Srw - Chicago Board Of Trade,2020-04-21T00:00:00Z,79145,163597,61221,31693,472423,175297,43971,69616,46772,457344,-96152,119626,-8395,-15079,15079,6141,2949,2722,-1240,563,10836,-4230,5300,-1333,656,-4695,7179,-2578,93,-93,15.7,32.5,12.1,6.3,93.7,34.8,8.7,13.8,9.3,90.7,73,49,85,NA,285,107,23,93,NA,277,504116,677
Wheat-Srw - Chicago Board Of Trade,2020-04-28T00:00:00Z,82171,156299,58265,29000,424802,164132,39348,78988,43268,410534,-81961,116951,-20723,-14268,14268,3027,-7298,-2956,-2692,-47621,-11165,-4624,9372,-3504,-46810,14192,-2674,-12328,812,-811,18.1,34.4,12.8,6.4,93.6,36.2,8.7,17.4,9.5,90.5,71,49,75,NA,268,105,22,93,NA,272,453802,-50313
Wheat-Srw - Chicago Board Of Trade,2020-05-05T00:00:00Z,82137,163769,54483,28368,439602,160205,41063,84290,43199,424771,-78068,122706,-29807,-14831,14831,-34,7470,-3782,-633,14800,-3926,1716,5301,-69,14236,3892,5754,-9083,-564,564,17.6,35,11.6,6.1,93.9,34.2,8.8,18,9.2,90.8,69,49,80,NA,270,106,23,100,NA,281,467969,14167
Wheat-Srw - Chicago Board Of Trade,2020-05-12T00:00:00Z,85400,166799,51473,27682,446857,159489,42700,86151,43014,431526,-74089,124099,-34678,-15332,15331,3263,3030,-3011,-686,7256,-716,1637,1862,-185,6755,3979,1393,-4873,-501,501,18,35.1,10.8,5.8,94.2,33.6,9,18.2,9.1,90.9,75,49,86,NA,275,105,23,97,NA,281,474540,6570
Wheat-Srw - Chicago Board Of Trade,2020-05-19T00:00:00Z,99096,170930,49342,29877,474635,155287,46194,103415,44350,460163,-56191,124736,-54073,-14473,14472,13696,4131,-2130,2195,27777,-4202,3494,17264,1336,28637,17898,637,-19394,859,-860,19.6,33.9,9.8,5.9,94.1,30.8,9.2,20.5,8.8,91.2,70,50,85,NA,270,101,23,105,NA,287,504512,29973
Wheat-Srw - Chicago Board Of Trade,2020-05-26T00:00:00Z,99505,169863,54059,28620,475958,163118,47451,97376,44103,460475,-63613,122412,-43317,-15483,15483,409,-1067,4717,-1257,1323,7830,1257,-6039,-247,312,-7421,-2324,10756,-1010,1011,19.7,33.7,10.7,5.7,94.3,32.3,9.4,19.3,8.7,91.3,70,49,84,NA,268,101,24,96,NA,277,504578,65
Wheat-Srw - Chicago Board Of Trade,2020-06-02T00:00:00Z,87225,180998,61277,31061,485133,164259,51608,100335,44359,471834,-77034,129390,-39058,-13298,13299,-12280,11135,7218,2441,9175,1141,4157,2959,256,11360,-13421,6978,4259,2185,-2185,16.9,35.1,11.9,6,94,31.8,10,19.4,8.6,91.4,70,49,76,NA,270,99,27,112,NA,292,516193,11616
Wheat-Srw - Chicago Board Of Trade,2020-06-09T00:00:00Z,77079,176925,62768,30745,471190,148011,50145,105776,43584,458351,-70932,126780,-43008,-12839,12839,-10146,-4074,1491,-315,-13943,-16247,-1463,5441,-775,-13484,6101,-2611,-3950,460,-459,15.4,35.2,12.5,6.1,93.9,29.5,10,21.1,8.7,91.3,74,49,84,NA,274,96,26,103,NA,290,501935,-14258
Wheat-Srw - Chicago Board Of Trade,2020-06-16T00:00:00Z,95194,178002,59790,27737,510505,154271,52308,109651,44494,493748,-59077,125694,-49861,-16757,16757,18116,1077,-2978,-3009,39316,6260,2163,3874,909,35398,11856,-1086,-6852,-3918,3918,17.7,33.1,11.1,5.2,94.8,28.7,9.7,20.4,8.3,91.7,76,48,79,NA,285,92,27,111,NA,293,538242,36307
Wheat-Srw - Chicago Board Of Trade,2020-06-23T00:00:00Z,110733,188285,51166,30171,539865,150437,59655,126488,43776,526261,-39704,128630,-75322,-13605,13604,15539,10283,-8624,2435,29360,-3834,7348,16838,-718,32512,19373,2935,-25462,3153,-3152,19.4,33,9,5.3,94.7,26.4,10.5,22.2,7.7,92.3,77,46,83,NA,281,92,29,114,NA,299,570036,31794
Wheat-Srw - Chicago Board Of Trade,2020-06-30T00:00:00Z,83286,172866,54750,27050,457949,136715,46074,114406,40757,444242,-53429,126792,-59656,-13707,13707,-27448,-15419,3584,-3122,-81915,-13723,-13581,-12082,-3019,-82019,-13725,-1838,15666,-103,104,17.2,35.6,11.3,5.6,94.4,28.2,9.5,23.6,8.4,91.6,76,45,79,NA,260,95,31,107,NA,283,484999,-85037
Wheat-Srw - Chicago Board Of Trade,2020-07-07T00:00:00Z,82879,175522,55841,26909,469911,138827,47053,116404,38867,457952,-55948,128469,-60563,-11958,11959,-407,2655,1091,-141,11961,2113,978,1998,-1890,13710,-2520,1677,-907,1749,-1749,16.7,35.3,11.2,5.4,94.6,27.9,9.5,23.4,7.8,92.2,80,45,85,NA,276,97,27,119,NA,292,496820,11820
Wheat-Srw - Chicago Board Of Trade,2020-07-14T00:00:00Z,66899,177952,66126,25167,465281,151842,53801,86840,43661,446787,-84943,124151,-20714,-18494,18494,-15980,2430,10284,-1742,-4630,13015,6748,-29564,4794,-11166,-28995,-4318,39848,-6536,6536,13.6,36.3,13.5,5.1,94.9,31,11,17.7,8.9,91.1,76,46,79,NA,274,109,25,111,NA,291,490448,-6372
Wheat-Srw - Chicago Board Of Trade,2020-07-21T00:00:00Z,60999,178488,70881,24941,458538,145791,52177,90442,46898,436581,-84792,126311,-19561,-21957,21957,-5900,536,4755,-226,-6743,-6051,-1624,3603,3237,-10205,151,2160,1152,-3463,3462,12.6,36.9,14.7,5.2,94.8,30.2,10.8,18.7,9.7,90.3,71,47,78,NA,271,107,24,112,NA,284,483480,-6968
Wheat-Srw - Chicago Board Of Trade,2020-07-28T00:00:00Z,52979,174477,73328,26323,436564,139726,50421,90204,46756,416132,-86747,124056,-16876,-20433,20432,-8020,-4011,2447,1382,-21974,-6065,-1756,-238,-142,-20450,-1955,-2255,2685,1524,-1524,11.4,37.7,15.8,5.7,94.3,30.2,10.9,19.5,10.1,89.9,71,47,81,NA,262,104,26,101,NA,280,462888,-20592
Wheat-Srw - Chicago Board Of Trade,2020-08-04T00:00:00Z,50673,184807,75906,27499,452430,143986,56794,88733,49372,430557,-93313,128013,-12827,-21873,21873,-2306,10330,2579,1176,15865,4260,6373,-1471,2616,14426,-6566,3957,4050,-1440,1439,10.6,38.5,15.8,5.7,94.3,30,11.8,18.5,10.3,89.7,71,49,75,NA,266,104,24,107,NA,279,479929,17041
Wheat-Srw - Chicago Board Of Trade,2020-08-11T00:00:00Z,58950,184950,62579,28116,477858,137095,51262,95968,50270,455704,-78145,133688,-33389,-22154,22154,8278,143,-13327,617,25428,-6891,-5532,7234,898,25147,15169,5675,-20561,-281,281,11.7,36.6,12.4,5.6,94.4,27.1,10.1,19,9.9,90.1,74,47,73,NA,275,98,24,122,NA,293,505974,26045
Wheat-Srw - Chicago Board Of Trade,2020-08-18T00:00:00Z,62960,183785,65026,29100,493454,147927,53017,90792,49136,473418,-84967,130768,-25766,-20036,20036,4010,-1165,2447,984,15595,10831,1755,-5176,-1134,17714,-6821,-2920,7623,2118,-2119,12,35.2,12.4,5.6,94.4,28.3,10.1,17.4,9.4,90.6,77,45,86,NA,300,101,24,121,NA,303,522554,16580
Wheat-Srw - Chicago Board Of Trade,2020-08-25T00:00:00Z,46066,174658,68737,28197,407272,142232,41112,86893,47420,388049,-96166,133546,-18156,-19223,19223,-16895,-9127,3711,-903,-86181,-5695,-11905,-3899,-1716,-85369,-11200,2778,7610,813,-812,10.6,40.1,15.8,6.5,93.5,32.7,9.4,20,10.9,89.1,69,45,74,NA,264,103,23,110,NA,282,435469,-87084
Wheat-Srw - Chicago Board Of Trade,2020-09-01T00:00:00Z,44900,176947,84937,28110,432248,163686,43506,76954,50749,409610,-118786,133441,7983,-22639,22638,-1166,2289,16200,-87,24976,21454,2394,-9939,3328,21561,-22620,-105,26139,-3415,3415,9.8,38.4,18.5,6.1,93.9,35.6,9.5,16.7,11,89,64,47,93,NA,268,115,25,109,NA,294,460359,24889
Wheat-Srw - Chicago Board Of Trade,2020-09-08T00:00:00Z,45994,179881,79005,27583,439057,162830,42302,80803,46529,420110,-116836,137579,-1798,-18946,18947,1094,2934,-5932,-528,6808,-856,-1205,3849,-4219,10500,1950,4139,-9781,3691,-3692,9.9,38.5,16.9,5.9,94.1,34.9,9.1,17.3,10,90,73,48,92,NA,284,116,25,115,NA,306,466640,6281
Wheat-Srw - Chicago Board Of Trade,2020-09-15T00:00:00Z,45877,182833,70834,27495,435324,152746,43429,84318,46547,416272,-106869,139404,-13484,-19052,19052,-117,2952,-8171,-88,-3733,-10084,1127,3515,17,-3838,9967,1825,-11686,-105,105,9.9,39.5,15.3,5.9,94.1,33,9.4,18.2,10.1,89.9,71,49,88,NA,291,112,26,117,NA,297,462819,-3821
Wheat-Srw - Chicago Board Of Trade,2020-09-22T00:00:00Z,50838,184078,71880,29198,464375,157942,47202,85314,45537,448036,-107104,136876,-13434,-16339,16339,4961,1245,1047,1703,29051,5196,3773,996,-1010,31763,-235,-2528,51,2713,-2712,10.3,37.3,14.6,5.9,94.1,32,9.6,17.3,9.2,90.8,72,49,98,NA,295,116,26,107,NA,297,493573,30754
Wheat-Srw - Chicago Board Of Trade,2020-09-29T00:00:00Z,48439,183476,64768,28759,435757,153870,44934,80935,45704,418812,-105431,138542,-16167,-16945,16945,-2399,-602,-7112,-439,-28618,-4072,-2268,-4379,167,-29224,1673,1666,-2733,-606,606,10.4,39.5,13.9,6.2,93.8,33.1,9.7,17.4,9.8,90.2,71,48,79,NA,272,114,24,109,NA,286,464516,-29057
Wheat-Srw - Chicago Board Of Trade,2020-10-06T00:00:00Z,54312,183579,79928,33276,487271,175994,51471,72209,51419,469128,-121682,132108,7719,-18143,18143,5873,103,15159,4517,51514,22125,6538,-8726,5715,50316,-16252,-6435,23885,-1198,1198,10.4,35.3,15.4,6.4,93.6,33.8,9.9,13.9,9.9,90.1,76,47,107,NA,292,124,25,97,NA,301,520547,56031
Wheat-Srw - Chicago Board Of Trade,2020-10-13T00:00:00Z,59292,183323,85153,32185,504323,185945,53244,68729,52034,484474,-126653,130079,16424,-19849,19849,4980,-256,5225,-1091,17052,9951,1773,-3481,615,15346,-4971,-2029,8706,-1706,1706,11.1,34.2,15.9,6,94,34.7,9.9,12.8,9.7,90.3,78,48,105,NA,310,126,28,110,NA,312,536508,15961
Wheat-Srw - Chicago Board Of Trade,2020-10-20T00:00:00Z,72904,189045,97781,35306,557588,204703,61083,73921,55331,537564,-131799,127962,23860,-20025,20024,13613,5722,12628,3122,53265,18757,7839,5193,3297,53090,-5144,-2117,7435,-175,175,12.3,31.9,16.5,6,94,34.5,10.3,12.5,9.3,90.7,85,48,112,NA,317,125,27,105,NA,317,592895,56386
Wheat-Srw - Chicago Board Of Trade,2020-10-27T00:00:00Z,73846,188472,103802,37975,544906,213431,55137,81201,54325,528556,-139585,133335,22601,-16350,16350,941,-573,6020,2669,-12682,8728,-5946,7280,-1005,-9008,-7787,5373,-1260,3674,-3674,12.7,32.3,17.8,6.5,93.5,36.6,9.5,13.9,9.3,90.7,83,47,119,NA,318,126,26,110,NA,318,582882,-10013
Wheat-Srw - Chicago Board Of Trade,2020-11-03T00:00:00Z,79853,195331,98528,36945,556277,220862,56109,79003,54683,538540,-141009,139222,19525,-17738,17737,6007,6859,-5273,-1031,11371,7431,972,-2198,357,9983,-1424,5887,-3075,-1388,1388,13.5,32.9,16.6,6.2,93.8,37.2,9.5,13.3,9.2,90.8,90,49,111,NA,322,129,26,104,NA,313,593222,10341
Wheat-Srw - Chicago Board Of Trade,2020-11-10T00:00:00Z,79544,189141,90208,37644,539468,206196,52070,85382,52890,524222,-126652,137071,4826,-15246,15246,-308,-6189,-8321,699,-16809,-14666,-4039,6379,-1793,-14317,14358,-2150,-14700,2492,-2492,13.8,32.8,15.6,6.5,93.5,35.7,9,14.8,9.2,90.8,90,48,107,NA,320,129,23,104,NA,313,577112,-16110
Wheat-Srw - Chicago Board Of Trade,2020-11-17T00:00:00Z,76584,189615,73955,37740,523974,187572,50585,88795,50941,510773,-110988,139030,-14840,-13201,13201,-2961,473,-16253,96,-15494,-18624,-1485,3414,-1949,-13449,15663,1958,-19667,2045,-2045,13.6,33.8,13.2,6.7,93.3,33.4,9,15.8,9.1,90.9,82,50,95,NA,313,124,24,120,NA,324,561714,-15398
Wheat-Srw - Chicago Board Of Trade,2020-11-24T00:00:00Z,60645,181254,77650,35526,455987,177242,41900,84604,51329,440184,-116597,139354,-6954,-15803,15803,-15938,-8361,3695,-2214,-67987,-10331,-8685,-4191,388,-70590,-5607,324,7886,-2602,2603,12.3,36.9,15.8,7.2,92.8,36.1,8.5,17.2,10.4,89.6,72,51,104,NA,300,119,25,101,NA,297,491512,-70202
Wheat-Srw - Chicago Board Of Trade,2020-12-01T00:00:00Z,63426,180007,62892,31098,444878,153826,43040,91737,48819,427157,-90400,136967,-28845,-17721,17721,2780,-1247,-14758,-4428,-11109,-23415,1140,7133,-2510,-13026,26195,-2387,-21891,-1918,1917,13.3,37.8,13.2,6.5,93.5,32.3,9,19.3,10.3,89.7,72,51,85,NA,283,117,25,110,NA,303,475976,-15536
Wheat-Srw - Chicago Board Of Trade,2020-12-08T00:00:00Z,59380,178152,64002,32210,438071,149712,42867,92495,48669,421612,-90332,135285,-28493,-16459,16459,-4046,-1855,1110,1112,-6807,-4114,-174,759,-150,-5545,68,-1681,351,1262,-1262,12.6,37.9,13.6,6.8,93.2,31.8,9.1,19.7,10.3,89.7,74,51,90,NA,281,118,24,101,NA,294,470281,-5695
Wheat-Srw - Chicago Board Of Trade,2020-12-15T00:00:00Z,57972,176514,62855,32344,440303,156513,42725,80977,49470,423178,-98541,133789,-18122,-17126,17125,-1408,-1638,-1147,134,2232,6802,-142,-11518,801,1566,-8210,-1496,10371,-667,666,12.3,37.3,13.3,6.8,93.2,33.1,9,17.1,10.5,89.5,72,53,89,NA,281,120,24,99,NA,292,472648,2366
Wheat-Srw - Chicago Board Of Trade,2020-12-21T00:00:00Z,59236,176090,62396,33110,446061,156200,42930,83936,47765,431405,-96964,133160,-21540,-14655,14656,1264,-423,-459,765,5757,-314,206,2959,-1705,8227,1578,-629,-3418,2470,-2470,12.4,36.7,13,6.9,93.1,32.6,9,17.5,10,90,71,52,87,NA,279,121,25,109,NA,300,479170,6523
Wheat-Srw - Chicago Board Of Trade,2020-12-29T00:00:00Z,57460,173913,69218,35709,441547,163789,41992,79436,51082,426175,-106329,131921,-10218,-15373,15372,-1776,-2177,6822,2600,-4513,7589,-938,-4500,3317,-5230,-9365,-1239,11322,-717,717,12,36.4,14.5,7.5,92.5,34.3,8.8,16.6,10.7,89.3,71,50,92,NA,273,116,23,92,NA,280,477257,-1913
Wheat-Srw - Chicago Board Of Trade,2021-01-05T00:00:00Z,65994,181248,81306,37078,485356,187532,44233,83039,50822,471612,-121538,137015,-1733,-13744,13744,8534,7335,12089,1368,43808,23743,2241,3603,-260,45437,-15209,5094,8486,1628,-1629,12.6,34.7,15.6,7.1,92.9,35.9,8.5,15.9,9.7,90.3,74,50,103,NA,296,116,22,105,NA,292,522434,45177
Wheat-Srw - Chicago Board Of Trade,2021-01-12T00:00:00Z,76294,180096,81813,37665,500527,194929,42578,88324,50037,488155,-118635,137518,-6511,-12372,12372,10300,-1153,507,587,15171,7397,-1656,5285,-785,16543,2903,503,-4778,1372,-1372,14.2,33.5,15.2,7,93,36.2,7.9,16.4,9.3,90.7,73,48,110,NA,298,117,22,100,NA,297,538192,15758
Wheat-Srw - Chicago Board Of Trade,2021-01-19T00:00:00Z,80702,180439,88330,40041,525340,206089,43586,89357,50480,514901,-125387,136853,-1027,-10439,10439,4408,343,6517,2375,24814,11160,1008,1032,443,26746,-6752,-665,5485,1932,-1932,14.3,31.9,15.6,7.1,92.9,36.5,7.7,15.8,8.9,91.1,75,48,119,NA,304,116,21,94,NA,296,565381,27189
Wheat-Srw - Chicago Board Of Trade,2021-01-26T00:00:00Z,86553,181762,81562,38588,529881,211496,41862,84280,50828,517641,-124943,139900,-2718,-12240,12240,5851,1323,-6768,-1452,4541,5407,-1724,-5077,348,2740,444,3047,-1691,-1800,1801,15.2,32,14.3,6.8,93.2,37.2,7.4,14.8,8.9,91.1,74,48,97,NA,295,118,21,95,NA,294,568469,3088
Wheat-Srw - Chicago Board Of Trade,2021-02-02T00:00:00Z,82679,186162,78351,38142,527595,207370,43153,83833,50978,514759,-124691,143009,-5482,-12836,12836,-3874,4400,-3211,-446,-2286,-4126,1292,-447,149,-2882,252,3108,-2764,-595,596,14.6,32.9,13.8,6.7,93.3,36.7,7.6,14.8,9,91,74,47,96,NA,299,116,20,106,NA,304,565737,-2732
Wheat-Srw - Chicago Board Of Trade,2021-02-09T00:00:00Z,77207,184549,75071,40145,517763,202048,41534,82684,50706,507202,-124841,143015,-7613,-10561,10561,-5472,-1613,-3280,2003,-9832,-5323,-1619,-1149,-272,-7558,-149,6,-2131,2275,-2274,13.8,33.1,13.5,7.2,92.8,36.2,7.4,14.8,9.1,90.9,72,45,90,NA,291,117,18,109,NA,306,557908,-7829
Wheat-Srw - Chicago Board Of Trade,2021-02-16T00:00:00Z,70315,193315,76716,39297,522256,202919,43714,81884,51126,510427,-132604,149601,-5168,-11829,11829,-6892,8766,1645,-848,4493,871,2180,-800,420,3225,-7763,6586,2445,-1268,1268,12.5,34.4,13.7,7,93,36.1,7.8,14.6,9.1,90.9,76,45,91,NA,288,116,18,101,NA,293,561553,3645
Wheat-Srw - Chicago Board Of Trade,2021-02-23T00:00:00Z,58937,194932,77541,38292,478006,197677,38328,82428,51269,465029,-138740,156604,-4887,-12977,12977,-11378,1617,825,-1005,-44250,-5242,-5386,544,143,-45398,-6136,7003,281,-1148,1148,11.4,37.8,15,7.4,92.6,38.3,7.4,16,9.9,90.1,74,47,84,NA,282,116,20,109,NA,297,516298,-45255
Wheat-Srw - Chicago Board Of Trade,2021-03-02T00:00:00Z,51923,195740,81223,34965,475584,194576,39454,80810,49012,461537,-142653,156286,413,-14047,14047,-7014,808,3683,-3327,-2422,-3101,1126,-1618,-2257,-3492,-3913,-318,5301,-1070,1070,10.2,38.3,15.9,6.8,93.2,38.1,7.7,15.8,9.6,90.4,70,47,93,NA,280,118,22,105,NA,298,510549,-5749
Wheat-Srw - Chicago Board Of Trade,2021-03-09T00:00:00Z,51910,193712,73904,34759,468777,187375,40110,78138,48661,454875,-135465,153602,-4234,-13902,13902,-13,-2029,-7319,-206,-6807,-7201,656,-2671,-351,-6662,7188,-2685,-4648,145,-145,10.3,38.5,14.7,6.9,93.1,37.2,8,15.5,9.7,90.3,71,45,79,NA,267,114,20,105,NA,282,503536,-7013
Wheat-Srw - Chicago Board Of Trade,2021-03-16T00:00:00Z,55832,197150,70222,35614,477140,190156,40193,82552,45917,466837,-134324,156957,-12330,-10303,10303,3923,3438,-3682,855,8363,2781,83,4414,-2744,11962,1142,3355,-8096,3599,-3599,10.9,38.4,13.7,6.9,93.1,37.1,7.8,16.1,9,91,70,44,88,NA,270,116,20,97,NA,289,512754,9218
Wheat-Srw - Chicago Board Of Trade,2021-03-23T00:00:00Z,60012,196551,68784,34283,481417,186715,37960,89557,45399,470301,-126703,158591,-20773,-11116,11116,4180,-598,-1438,-1331,4277,-3441,-2233,7005,-518,3464,7621,1635,-8443,-813,813,11.6,38.1,13.3,6.6,93.4,36.2,7.4,17.4,8.8,91.2,72,45,94,NA,283,116,20,93,NA,289,515700,2946
Wheat-Srw - Chicago Board Of Trade,2021-03-30T00:00:00Z,63024,196208,60086,33999,477904,168215,38829,100013,46260,465643,-105191,157379,-39927,-12261,12261,3012,-344,-8698,-284,-3513,-18499,869,10456,862,-4658,21511,-1213,-19154,-1146,1145,12.3,38.3,11.7,6.6,93.4,32.9,7.6,19.5,9,91,69,45,78,NA,265,115,19,98,NA,285,511903,-3797
Wheat-Srw - Chicago Board Of Trade,2021-04-06T00:00:00Z,60733,192531,60098,32724,467607,167692,37145,95574,45675,454656,-106959,155386,-35476,-12951,12951,-2291,-3677,12,-1275,-10297,-524,-1684,-4439,-585,-10987,-1767,-1993,4451,-690,690,12.1,38.5,12,6.5,93.5,33.5,7.4,19.1,9.1,90.9,70,46,69,NA,263,115,19,111,NA,288,500331,-11572
Wheat-Srw - Chicago Board Of Trade,2021-04-13T00:00:00Z,69799,195421,60186,33725,494738,177495,35045,100645,45946,482517,-107696,160376,-40459,-12221,12221,9066,2890,87,1001,27131,9804,-2101,5071,270,27861,-738,4991,-4984,731,-730,13.2,37,11.4,6.4,93.6,33.6,6.6,19,8.7,91.3,72,45,77,NA,285,119,20,107,NA,308,528463,28132
Wheat-Srw - Chicago Board Of Trade,2021-04-20T00:00:00Z,64471,197676,68990,32985,515578,185260,39016,94329,45517,503045,-120789,158660,-25339,-12532,12533,-5328,2255,8805,-740,20840,7765,3971,-6315,-428,20528,-13093,-1716,15120,-312,312,11.8,36,12.6,6,94,33.8,7.1,17.2,8.3,91.7,75,46,95,NA,297,115,19,99,NA,304,548563,20100
Wheat-Srw - Chicago Board Of Trade,2021-04-27T00:00:00Z,65878,199556,71997,33186,515181,197199,39225,90505,43688,504678,-131321,160331,-18508,-10502,10503,1407,1880,3007,201,-397,11938,209,-3824,-1829,1633,-10531,1671,6831,2030,-2030,12,36.4,13.1,6.1,93.9,36,7.2,16.5,8,92,76,46,92,NA,284,114,17,96,NA,279,548366,196
Wheat-Srw - Chicago Board Of Trade,2021-05-04T00:00:00Z,56355,199775,70825,32388,511852,187250,40618,90548,40928,503312,-130895,159157,-19723,-8540,8540,-9523,219,-1172,-798,-3329,-9948,1393,42,-2761,-1366,425,-1174,-1214,1963,-1963,10.4,36.7,13,6,94,34.4,7.5,16.6,7.5,92.5,78,47,94,NA,297,121,18,96,NA,288,544240,-4126
Wheat-Srw - Chicago Board Of Trade,2021-05-11T00:00:00Z,63089,201451,59664,33567,513508,188497,41636,85613,42025,505050,-125408,159815,-25949,-8458,8458,6733,1676,-11161,1179,1656,1247,1018,-4935,1097,1738,5486,658,-6226,82,-82,11.5,36.8,10.9,6.1,93.9,34.5,7.6,15.6,7.7,92.3,80,47,97,NA,285,120,18,92,NA,285,547075,2835
Wheat-Srw - Chicago Board Of Trade,2021-05-18T00:00:00Z,58090,202047,58736,31948,504475,182795,40236,85458,42331,494092,-124705,161811,-26722,-10383,10383,-4999,596,-929,-1619,-9033,-5702,-1400,-155,306,-10958,703,1996,-774,-1925,1925,10.8,37.7,10.9,6,94,34.1,7.5,15.9,7.9,92.1,75,48,95,NA,284,118,18,91,NA,275,536423,-10652
Wheat-Srw - Chicago Board Of Trade,2021-05-25T00:00:00Z,55644,199018,47713,29219,481216,166541,36781,86029,42243,468191,-110897,162237,-38316,-13024,13025,-2446,-3028,-11023,-2729,-23259,-16254,-3455,571,-88,-25901,13808,427,-11594,-2641,2642,10.9,39,9.3,5.7,94.3,32.6,7.2,16.9,8.3,91.7,73,48,77,NA,268,113,18,94,NA,276,510434,-25989
Wheat-Srw - Chicago Board Of Trade,2021-06-01T00:00:00Z,58699,199511,42535,30644,479522,171130,39165,79584,41510,468656,-112431,160346,-37049,-10866,10866,3055,492,-5178,1426,-1694,4589,2384,-6445,-733,465,-1534,-1892,1267,2159,-2159,11.5,39.1,8.3,6,94,33.5,7.7,15.6,8.1,91.9,75,45,73,NA,263,112,18,97,NA,273,510166,268
Wheat-Srw - Chicago Board Of Trade,2021-06-08T00:00:00Z,66666,196608,39044,33842,490753,181640,38469,75679,40373,484221,-114974,158139,-36635,-6531,6532,7966,-2902,-3490,3198,11231,10509,-696,-3906,-1136,15565,-2543,-2206,416,4334,-4334,12.7,37.5,7.4,6.5,93.5,34.6,7.3,14.4,7.7,92.3,76,44,81,NA,275,113,18,90,NA,280,524595,14429
Wheat-Srw - Chicago Board Of Trade,2021-06-15T00:00:00Z,74813,199271,37438,32992,499521,182248,38707,82324,41235,491279,-107435,160564,-44886,-8243,8242,8148,2662,-1606,-849,8768,609,239,6646,861,7057,7539,2423,-8252,-1710,1711,14,37.4,7,6.2,93.8,34.2,7.3,15.5,7.7,92.3,86,46,80,NA,286,112,19,84,NA,281,532513,7918
Wheat-Srw - Chicago Board Of Trade,2021-06-22T00:00:00Z,61133,196213,38140,30173,466859,174502,36399,73466,41292,455739,-113369,159814,-35326,-11119,11120,-13680,-3058,702,-2820,-32662,-7746,-2309,-8858,57,-35539,-5934,-749,9560,-2877,2877,12.3,39.5,7.7,6.1,93.9,35.1,7.3,14.8,8.3,91.7,77,47,81,NA,270,110,20,75,NA,268,497031,-35482
