Year,Bank,Sector,Region,USDmillions
2019,Bank of Ningbo,Rubber,Southeast Asia,118.268298
2020,Bank of Ningbo,Rubber,Southeast Asia,377.754253
2021,Bank of Ningbo,Rubber,Southeast Asia,123.135211
2013,Employees Provident Fund,Rubber,Southeast Asia,2.934333
2015,Employees Provident Fund,Rubber,Southeast Asia,0
2016,Employees Provident Fund,Rubber,Southeast Asia,0
2014,Employees Provident Fund,Rubber,Southeast Asia,0
2017,Employees Provident Fund,Rubber,Southeast Asia,0
2018,Employees Provident Fund,Rubber,Southeast Asia,0
2019,Employees Provident Fund,Rubber,Southeast Asia,0
2020,Employees Provident Fund,Rubber,Southeast Asia,0
2021,Employees Provident Fund,Rubber,Southeast Asia,617.635847
2013,DBS,Rubber,Southeast Asia,13.442675999999999
2015,DBS,Rubber,Southeast Asia,136.444885
2016,DBS,Rubber,Southeast Asia,61.055014
2014,DBS,Rubber,Southeast Asia,217.548713
2017,DBS,Rubber,Southeast Asia,92.27479100000001
2018,DBS,Rubber,Southeast Asia,22.247843
2019,DBS,Rubber,Southeast Asia,2.08243
2020,DBS,Rubber,Southeast Asia,70.694226
2021,DBS,Rubber,Southeast Asia,4.454936
2013,CIMB Group,Rubber,Southeast Asia,12.217493000000001
2015,CIMB Group,Rubber,Southeast Asia,8.346641
2016,CIMB Group,Rubber,Southeast Asia,21.196466
2014,CIMB Group,Rubber,Southeast Asia,0
2017,CIMB Group,Rubber,Southeast Asia,0.309533
2018,CIMB Group,Rubber,Southeast Asia,0
2019,CIMB Group,Rubber,Southeast Asia,144.096998
2020,CIMB Group,Rubber,Southeast Asia,301.080763
2021,CIMB Group,Rubber,Southeast Asia,4.041217
2015,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,33.474101000000005
2013,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,11.3808
2014,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,14.236331
2016,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,58.341328
2017,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,6.376403
2018,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,0
2019,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,0
2020,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,0
2021,Bank for Investment and Development of Vietnam,Beef,Southeast Asia,0
2015,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2013,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2014,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2016,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2017,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2018,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2019,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2020,Permodalan Nasional Berhad,Beef,Southeast Asia,0
2021,Permodalan Nasional Berhad,Beef,Southeast Asia,50.871134
2015,HDBank,Beef,Southeast Asia,3.8295459999999997
2013,HDBank,Beef,Southeast Asia,0
2014,HDBank,Beef,Southeast Asia,5.610052
2016,HDBank,Beef,Southeast Asia,26.239643
2017,HDBank,Beef,Southeast Asia,7.562176
2018,HDBank,Beef,Southeast Asia,0.8556330000000001
2019,HDBank,Beef,Southeast Asia,0.800922
2020,HDBank,Beef,Southeast Asia,3.505887
2021,HDBank,Beef,Southeast Asia,0
2015,Lao-VietBank,Beef,Southeast Asia,12.0198
2013,Lao-VietBank,Beef,Southeast Asia,7.41419
2014,Lao-VietBank,Beef,Southeast Asia,0.002289
2016,Lao-VietBank,Beef,Southeast Asia,2.339511
2017,Lao-VietBank,Beef,Southeast Asia,0.658483
2018,Lao-VietBank,Beef,Southeast Asia,4.9630600000000005
2019,Lao-VietBank,Beef,Southeast Asia,1.867448
2020,Lao-VietBank,Beef,Southeast Asia,0
2021,Lao-VietBank,Beef,Southeast Asia,0
2015,Vietnam Prosperity Bank,Beef,Southeast Asia,11.905066
2013,Vietnam Prosperity Bank,Beef,Southeast Asia,0
2014,Vietnam Prosperity Bank,Beef,Southeast Asia,6.899617
2016,Vietnam Prosperity Bank,Beef,Southeast Asia,3.9657410000000004
2017,Vietnam Prosperity Bank,Beef,Southeast Asia,0
2018,Vietnam Prosperity Bank,Beef,Southeast Asia,0
2019,Vietnam Prosperity Bank,Beef,Southeast Asia,0
2020,Vietnam Prosperity Bank,Beef,Southeast Asia,0
2021,Vietnam Prosperity Bank,Beef,Southeast Asia,0
2015,TPBank,Beef,Southeast Asia,1.3298
2013,TPBank,Beef,Southeast Asia,0
2014,TPBank,Beef,Southeast Asia,0
2016,TPBank,Beef,Southeast Asia,0
2017,TPBank,Beef,Southeast Asia,19.769711
2018,TPBank,Beef,Southeast Asia,0.874667
2019,TPBank,Beef,Southeast Asia,0
2020,TPBank,Beef,Southeast Asia,0
2021,TPBank,Beef,Southeast Asia,0
2015,Vietnam Eximbank,Beef,Southeast Asia,0
2013,Vietnam Eximbank,Beef,Southeast Asia,20.888489
2014,Vietnam Eximbank,Beef,Southeast Asia,0
2016,Vietnam Eximbank,Beef,Southeast Asia,0
2017,Vietnam Eximbank,Beef,Southeast Asia,0
2018,Vietnam Eximbank,Beef,Southeast Asia,0
2019,Vietnam Eximbank,Beef,Southeast Asia,0
2020,Vietnam Eximbank,Beef,Southeast Asia,0
2021,Vietnam Eximbank,Beef,Southeast Asia,0
2015,Sacombank,Beef,Southeast Asia,2.055145
2013,Sacombank,Beef,Southeast Asia,4.740591
2014,Sacombank,Beef,Southeast Asia,3.7082040000000003
2016,Sacombank,Beef,Southeast Asia,4.248849
2017,Sacombank,Beef,Southeast Asia,2.514981
2018,Sacombank,Beef,Southeast Asia,0.744745
2019,Sacombank,Beef,Southeast Asia,0
2020,Sacombank,Beef,Southeast Asia,0
2021,Sacombank,Beef,Southeast Asia,0
2015,Employees Provident Fund,Beef,Southeast Asia,0
2013,Employees Provident Fund,Beef,Southeast Asia,0
2014,Employees Provident Fund,Beef,Southeast Asia,0
2016,Employees Provident Fund,Beef,Southeast Asia,0
2017,Employees Provident Fund,Beef,Southeast Asia,0
2018,Employees Provident Fund,Beef,Southeast Asia,0
2019,Employees Provident Fund,Beef,Southeast Asia,0
2020,Employees Provident Fund,Beef,Southeast Asia,0
2021,Employees Provident Fund,Beef,Southeast Asia,14.693008
2015,Phu Gia Securities,Beef,Southeast Asia,0
2013,Phu Gia Securities,Beef,Southeast Asia,0
2014,Phu Gia Securities,Beef,Southeast Asia,4.557272
2016,Phu Gia Securities,Beef,Southeast Asia,6.048874
2017,Phu Gia Securities,Beef,Southeast Asia,0
2018,Phu Gia Securities,Beef,Southeast Asia,0
2019,Phu Gia Securities,Beef,Southeast Asia,0
2020,Phu Gia Securities,Beef,Southeast Asia,0
2021,Phu Gia Securities,Beef,Southeast Asia,0
2013,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,0
2016,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,890.50595
2014,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,283.993737
2015,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,779.674656
2017,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,339.6815
2018,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,26.003700000000002
2019,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,1320.144777
2020,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,281.72273
2021,Bank Rakyat Indonesia,Pulp & paper,Southeast Asia,328
2013,Mizuho Financial,Pulp & paper,Southeast Asia,102.786614
2016,Mizuho Financial,Pulp & paper,Southeast Asia,264.529754
2014,Mizuho Financial,Pulp & paper,Southeast Asia,257.524218
2015,Mizuho Financial,Pulp & paper,Southeast Asia,257.513237
2017,Mizuho Financial,Pulp & paper,Southeast Asia,95.327192
2018,Mizuho Financial,Pulp & paper,Southeast Asia,228.188595
2019,Mizuho Financial,Pulp & paper,Southeast Asia,410.83185100000003
2020,Mizuho Financial,Pulp & paper,Southeast Asia,412.002046
2021,Mizuho Financial,Pulp & paper,Southeast Asia,328.995576
2013,Bank Mandiri,Pulp & paper,Southeast Asia,39.618777
2016,Bank Mandiri,Pulp & paper,Southeast Asia,200
2014,Bank Mandiri,Pulp & paper,Southeast Asia,90
2015,Bank Mandiri,Pulp & paper,Southeast Asia,210
2017,Bank Mandiri,Pulp & paper,Southeast Asia,213.872789
2018,Bank Mandiri,Pulp & paper,Southeast Asia,94.424811
2019,Bank Mandiri,Pulp & paper,Southeast Asia,180
2020,Bank Mandiri,Pulp & paper,Southeast Asia,940.5775
2021,Bank Mandiri,Pulp & paper,Southeast Asia,139.422286
2013,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,376.187898
2016,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,288.60725
2014,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,183.195492
2015,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,458.663529
2017,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,216.206749
2018,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,304.03576
2019,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,98.156049
2020,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,96.53897
2021,Industrial and Commercial Bank of China,Pulp & paper,Southeast Asia,0
2013,Bank Central Asia,Pulp & paper,Southeast Asia,77.255969
2016,Bank Central Asia,Pulp & paper,Southeast Asia,188.765781
2014,Bank Central Asia,Pulp & paper,Southeast Asia,17.5
2015,Bank Central Asia,Pulp & paper,Southeast Asia,105
2017,Bank Central Asia,Pulp & paper,Southeast Asia,98.670603
2018,Bank Central Asia,Pulp & paper,Southeast Asia,301.3587
2019,Bank Central Asia,Pulp & paper,Southeast Asia,398.596313
2020,Bank Central Asia,Pulp & paper,Southeast Asia,195.48442
2021,Bank Central Asia,Pulp & paper,Southeast Asia,473.505761
2013,Bank of China,Pulp & paper,Southeast Asia,562.675887
2016,Bank of China,Pulp & paper,Southeast Asia,320.738059
2014,Bank of China,Pulp & paper,Southeast Asia,20
2015,Bank of China,Pulp & paper,Southeast Asia,209.354868
2017,Bank of China,Pulp & paper,Southeast Asia,165
2018,Bank of China,Pulp & paper,Southeast Asia,13.489184999999999
2019,Bank of China,Pulp & paper,Southeast Asia,100
2020,Bank of China,Pulp & paper,Southeast Asia,210.021004
2021,Bank of China,Pulp & paper,Southeast Asia,0.021581000000000003
2013,Bank Negara Indonesia,Pulp & paper,Southeast Asia,84.740111
2016,Bank Negara Indonesia,Pulp & paper,Southeast Asia,189.427686
2014,Bank Negara Indonesia,Pulp & paper,Southeast Asia,174.691101
2015,Bank Negara Indonesia,Pulp & paper,Southeast Asia,244.837633
2017,Bank Negara Indonesia,Pulp & paper,Southeast Asia,215.306417
2018,Bank Negara Indonesia,Pulp & paper,Southeast Asia,158.624327
2019,Bank Negara Indonesia,Pulp & paper,Southeast Asia,240.896009
2020,Bank Negara Indonesia,Pulp & paper,Southeast Asia,242.237082
2021,Bank Negara Indonesia,Pulp & paper,Southeast Asia,28.556375000000003
2013,China Development Bank,Pulp & paper,Southeast Asia,725.0522619999999
2016,China Development Bank,Pulp & paper,Southeast Asia,150.15
2014,China Development Bank,Pulp & paper,Southeast Asia,0
2015,China Development Bank,Pulp & paper,Southeast Asia,89.8282
2017,China Development Bank,Pulp & paper,Southeast Asia,0
2018,China Development Bank,Pulp & paper,Southeast Asia,0
2019,China Development Bank,Pulp & paper,Southeast Asia,0
2020,China Development Bank,Pulp & paper,Southeast Asia,0
2021,China Development Bank,Pulp & paper,Southeast Asia,0
2013,Malayan Banking,Pulp & paper,Southeast Asia,0
2016,Malayan Banking,Pulp & paper,Southeast Asia,160.333334
2014,Malayan Banking,Pulp & paper,Southeast Asia,50
2015,Malayan Banking,Pulp & paper,Southeast Asia,57
2017,Malayan Banking,Pulp & paper,Southeast Asia,107
2018,Malayan Banking,Pulp & paper,Southeast Asia,50
2019,Malayan Banking,Pulp & paper,Southeast Asia,110
2020,Malayan Banking,Pulp & paper,Southeast Asia,50
2021,Malayan Banking,Pulp & paper,Southeast Asia,192.978661
2013,CT Corpora,Pulp & paper,Southeast Asia,39.213499999999996
2016,CT Corpora,Pulp & paper,Southeast Asia,51.092715
2014,CT Corpora,Pulp & paper,Southeast Asia,37.741471000000004
2015,CT Corpora,Pulp & paper,Southeast Asia,36.507053
2017,CT Corpora,Pulp & paper,Southeast Asia,88.930554
2018,CT Corpora,Pulp & paper,Southeast Asia,82.7049
2019,CT Corpora,Pulp & paper,Southeast Asia,154.107892
2020,CT Corpora,Pulp & paper,Southeast Asia,212.3531
2021,CT Corpora,Pulp & paper,Southeast Asia,66.1
2013,Malayan Banking,Palm oil,Southeast Asia,959.363642
2014,Malayan Banking,Palm oil,Southeast Asia,1408.3390809999999
2015,Malayan Banking,Palm oil,Southeast Asia,1056.88968
2016,Malayan Banking,Palm oil,Southeast Asia,1314.907885
2017,Malayan Banking,Palm oil,Southeast Asia,269.16217
2018,Malayan Banking,Palm oil,Southeast Asia,838.152401
2019,Malayan Banking,Palm oil,Southeast Asia,461.112495
2020,Malayan Banking,Palm oil,Southeast Asia,8.48629
2021,Malayan Banking,Palm oil,Southeast Asia,237.165533
2013,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2014,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2015,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2016,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2017,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2018,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2019,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2020,Permodalan Nasional Berhad,Palm oil,Southeast Asia,0
2021,Permodalan Nasional Berhad,Palm oil,Southeast Asia,5441.374088
2013,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,548.086256
2014,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,462.525712
2015,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,993.140137
2016,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,493.904369
2017,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,335.94257600000003
2018,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,489.168924
2019,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,533.387653
2020,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,300.389877
2021,Oversea-Chinese Banking Corporation,Palm oil,Southeast Asia,543.01747
2013,Bank Mandiri,Palm oil,Southeast Asia,533.273041
2014,Bank Mandiri,Palm oil,Southeast Asia,899.776068
2015,Bank Mandiri,Palm oil,Southeast Asia,745.441032
2016,Bank Mandiri,Palm oil,Southeast Asia,847.311616
2017,Bank Mandiri,Palm oil,Southeast Asia,417.632372
2018,Bank Mandiri,Palm oil,Southeast Asia,465.594413
2019,Bank Mandiri,Palm oil,Southeast Asia,329.612661
2020,Bank Mandiri,Palm oil,Southeast Asia,61.331592
2021,Bank Mandiri,Palm oil,Southeast Asia,123.375921
2013,Employees Provident Fund,Palm oil,Southeast Asia,68.309841
2014,Employees Provident Fund,Palm oil,Southeast Asia,0
2015,Employees Provident Fund,Palm oil,Southeast Asia,0
2016,Employees Provident Fund,Palm oil,Southeast Asia,0
2017,Employees Provident Fund,Palm oil,Southeast Asia,0
2018,Employees Provident Fund,Palm oil,Southeast Asia,0
2019,Employees Provident Fund,Palm oil,Southeast Asia,0
2020,Employees Provident Fund,Palm oil,Southeast Asia,0
2021,Employees Provident Fund,Palm oil,Southeast Asia,3446.9020219999998
2013,CIMB Group,Palm oil,Southeast Asia,401.27841
2014,CIMB Group,Palm oil,Southeast Asia,589.338474
2015,CIMB Group,Palm oil,Southeast Asia,533.644432
2016,CIMB Group,Palm oil,Southeast Asia,367.860187
2017,CIMB Group,Palm oil,Southeast Asia,189.855093
2018,CIMB Group,Palm oil,Southeast Asia,396.430671
2019,CIMB Group,Palm oil,Southeast Asia,541.149702
2020,CIMB Group,Palm oil,Southeast Asia,121.238037
2021,CIMB Group,Palm oil,Southeast Asia,237.854926
2013,Bank Negara Indonesia,Palm oil,Southeast Asia,185.30452
2014,Bank Negara Indonesia,Palm oil,Southeast Asia,398.292151
2015,Bank Negara Indonesia,Palm oil,Southeast Asia,415.89270999999997
2016,Bank Negara Indonesia,Palm oil,Southeast Asia,705.464381
2017,Bank Negara Indonesia,Palm oil,Southeast Asia,81.69627700000001
2018,Bank Negara Indonesia,Palm oil,Southeast Asia,388.028096
2019,Bank Negara Indonesia,Palm oil,Southeast Asia,413.101003
2020,Bank Negara Indonesia,Palm oil,Southeast Asia,287.192793
2021,Bank Negara Indonesia,Palm oil,Southeast Asia,6.565704
2013,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,215.58145
2014,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,730.320148
2015,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,291.6349
2016,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,297.98796
2017,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,282.819681
2018,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,331.39138
2019,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,215.323661
2020,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,180.29572100000001
2021,Mitsubishi UFJ Financial,Palm oil,Southeast Asia,225.721016
2013,Bank Central Asia,Palm oil,Southeast Asia,64.026696
2014,Bank Central Asia,Palm oil,Southeast Asia,74.26093
2015,Bank Central Asia,Palm oil,Southeast Asia,479.74917
2016,Bank Central Asia,Palm oil,Southeast Asia,228.788331
2017,Bank Central Asia,Palm oil,Southeast Asia,182.88211900000002
2018,Bank Central Asia,Palm oil,Southeast Asia,190.085541
2019,Bank Central Asia,Palm oil,Southeast Asia,884.365512
2020,Bank Central Asia,Palm oil,Southeast Asia,221.35757700000002
2021,Bank Central Asia,Palm oil,Southeast Asia,40.69875
2013,DBS,Palm oil,Southeast Asia,403.347549
2014,DBS,Palm oil,Southeast Asia,309.359579
2015,DBS,Palm oil,Southeast Asia,231.393822
2016,DBS,Palm oil,Southeast Asia,403.182578
2017,DBS,Palm oil,Southeast Asia,245.4447
2018,DBS,Palm oil,Southeast Asia,230.42963500000002
2019,DBS,Palm oil,Southeast Asia,189.315513
2020,DBS,Palm oil,Southeast Asia,91.615289
2021,DBS,Palm oil,Southeast Asia,230.643281
2015,Mizuho Financial,Timber,Southeast Asia,91.01932500000001
2014,Mizuho Financial,Timber,Southeast Asia,103.44821900000001
2013,Mizuho Financial,Timber,Southeast Asia,96.027481
2016,Mizuho Financial,Timber,Southeast Asia,111.240788
2018,Mizuho Financial,Timber,Southeast Asia,84.502362
2017,Mizuho Financial,Timber,Southeast Asia,101.858097
2019,Mizuho Financial,Timber,Southeast Asia,80.77517900000001
2020,Mizuho Financial,Timber,Southeast Asia,16.506323000000002
2021,Mizuho Financial,Timber,Southeast Asia,85.09878499999999
2015,Mitsubishi UFJ Financial,Timber,Southeast Asia,53.775819
2014,Mitsubishi UFJ Financial,Timber,Southeast Asia,44.016103
2013,Mitsubishi UFJ Financial,Timber,Southeast Asia,87.740275
2016,Mitsubishi UFJ Financial,Timber,Southeast Asia,66.362231
2018,Mitsubishi UFJ Financial,Timber,Southeast Asia,30.735210000000002
2017,Mitsubishi UFJ Financial,Timber,Southeast Asia,63.173809
2019,Mitsubishi UFJ Financial,Timber,Southeast Asia,58.083862
2020,Mitsubishi UFJ Financial,Timber,Southeast Asia,2.443823
2021,Mitsubishi UFJ Financial,Timber,Southeast Asia,101.655647
2015,Daiwa Securities,Timber,Southeast Asia,0
2014,Daiwa Securities,Timber,Southeast Asia,3.0956669999999997
2013,Daiwa Securities,Timber,Southeast Asia,114.96941699999999
2016,Daiwa Securities,Timber,Southeast Asia,57.32635
2018,Daiwa Securities,Timber,Southeast Asia,89.199979
2017,Daiwa Securities,Timber,Southeast Asia,1.9473449999999999
2019,Daiwa Securities,Timber,Southeast Asia,74.747448
2020,Daiwa Securities,Timber,Southeast Asia,0
2021,Daiwa Securities,Timber,Southeast Asia,111.26616600000001
2015,SMBC Group,Timber,Southeast Asia,44.68151
2014,SMBC Group,Timber,Southeast Asia,72.069174
2013,SMBC Group,Timber,Southeast Asia,56.970931
2016,SMBC Group,Timber,Southeast Asia,52.017686999999995
2018,SMBC Group,Timber,Southeast Asia,63.715735
2017,SMBC Group,Timber,Southeast Asia,30.189111
2019,SMBC Group,Timber,Southeast Asia,43.32105
2020,SMBC Group,Timber,Southeast Asia,2.443823
2021,SMBC Group,Timber,Southeast Asia,64.834658
2015,DBS,Timber,Southeast Asia,40
2014,DBS,Timber,Southeast Asia,0
2013,DBS,Timber,Southeast Asia,40
2016,DBS,Timber,Southeast Asia,40
2018,DBS,Timber,Southeast Asia,0.021665
2017,DBS,Timber,Southeast Asia,120
2019,DBS,Timber,Southeast Asia,0
2020,DBS,Timber,Southeast Asia,30
2021,DBS,Timber,Southeast Asia,2.133344
2015,Nomura,Timber,Southeast Asia,1.633247
2014,Nomura,Timber,Southeast Asia,1.7085180000000002
2013,Nomura,Timber,Southeast Asia,64.40439
2016,Nomura,Timber,Southeast Asia,22.048596
2018,Nomura,Timber,Southeast Asia,22.438724999999998
2017,Nomura,Timber,Southeast Asia,1.073491
2019,Nomura,Timber,Southeast Asia,25.228062
2020,Nomura,Timber,Southeast Asia,0
2021,Nomura,Timber,Southeast Asia,105.288946
2015,Sumitomo Mitsui Trust,Timber,Southeast Asia,3.863133
2014,Sumitomo Mitsui Trust,Timber,Southeast Asia,4.901335
2013,Sumitomo Mitsui Trust,Timber,Southeast Asia,4.720119
2016,Sumitomo Mitsui Trust,Timber,Southeast Asia,4.376468
2018,Sumitomo Mitsui Trust,Timber,Southeast Asia,13.508319
2017,Sumitomo Mitsui Trust,Timber,Southeast Asia,4.259911
2019,Sumitomo Mitsui Trust,Timber,Southeast Asia,2.813919
2020,Sumitomo Mitsui Trust,Timber,Southeast Asia,2.443823
2021,Sumitomo Mitsui Trust,Timber,Southeast Asia,166.248167
2015,Malayan Banking,Timber,Southeast Asia,5.07555
2014,Malayan Banking,Timber,Southeast Asia,0
2013,Malayan Banking,Timber,Southeast Asia,121.1225
2016,Malayan Banking,Timber,Southeast Asia,69.399622
2018,Malayan Banking,Timber,Southeast Asia,1.5
2017,Malayan Banking,Timber,Southeast Asia,1.990619
2019,Malayan Banking,Timber,Southeast Asia,4.749077
2020,Malayan Banking,Timber,Southeast Asia,0
2021,Malayan Banking,Timber,Southeast Asia,0.079421
2015,Citigroup,Timber,Southeast Asia,8.101745
2014,Citigroup,Timber,Southeast Asia,24.387887
2013,Citigroup,Timber,Southeast Asia,21.821555
2016,Citigroup,Timber,Southeast Asia,21.979952
2018,Citigroup,Timber,Southeast Asia,24.819308
2017,Citigroup,Timber,Southeast Asia,23.486977
2019,Citigroup,Timber,Southeast Asia,12.629605
2020,Citigroup,Timber,Southeast Asia,23.344013
2021,Citigroup,Timber,Southeast Asia,8.348092
2015,JPMorgan Chase,Timber,Southeast Asia,2.033681
2014,JPMorgan Chase,Timber,Southeast Asia,26.294575
2013,JPMorgan Chase,Timber,Southeast Asia,8.566849
2016,JPMorgan Chase,Timber,Southeast Asia,2.323117
2018,JPMorgan Chase,Timber,Southeast Asia,15.729235000000001
2017,JPMorgan Chase,Timber,Southeast Asia,2.757776
2019,JPMorgan Chase,Timber,Southeast Asia,11.464404
2020,JPMorgan Chase,Timber,Southeast Asia,7.581268000000001
2021,JPMorgan Chase,Timber,Southeast Asia,88.763603
2019,Banco do Brasil,Palm oil,Latin America,2.711678
2018,Banco do Brasil,Palm oil,Latin America,2.5140830000000003
2014,Banco do Brasil,Palm oil,Latin America,4.394205
2015,Banco do Brasil,Palm oil,Latin America,1.212649
2013,Banco do Brasil,Palm oil,Latin America,8.73862
2017,Banco do Brasil,Palm oil,Latin America,2.024295
2016,Banco do Brasil,Palm oil,Latin America,1.786349
2020,Banco do Brasil,Palm oil,Latin America,1.2574910000000001
2021,Banco do Brasil,Palm oil,Latin America,0.8876489999999999
2019,Banco da Amazonia,Palm oil,Latin America,3.079743
2018,Banco da Amazonia,Palm oil,Latin America,1.693643
2014,Banco da Amazonia,Palm oil,Latin America,4.1136800000000004
2015,Banco da Amazonia,Palm oil,Latin America,1.39249
2013,Banco da Amazonia,Palm oil,Latin America,7.912076
2017,Banco da Amazonia,Palm oil,Latin America,1.313691
2016,Banco da Amazonia,Palm oil,Latin America,1.207638
2020,Banco da Amazonia,Palm oil,Latin America,1.092035
2021,Banco da Amazonia,Palm oil,Latin America,0.862242
2019,Itaú Unibanco,Palm oil,Latin America,0.135961
2018,Itaú Unibanco,Palm oil,Latin America,0.5619149999999999
2014,Itaú Unibanco,Palm oil,Latin America,0.28164700000000004
2015,Itaú Unibanco,Palm oil,Latin America,0.12795600000000001
2013,Itaú Unibanco,Palm oil,Latin America,7.107781
2017,Itaú Unibanco,Palm oil,Latin America,0.105158
2016,Itaú Unibanco,Palm oil,Latin America,0.103741
2020,Itaú Unibanco,Palm oil,Latin America,0.043179
2021,Itaú Unibanco,Palm oil,Latin America,0.033018
2019,Bradesco,Palm oil,Latin America,0.517818
2018,Bradesco,Palm oil,Latin America,0.475737
2014,Bradesco,Palm oil,Latin America,0.91228
2015,Bradesco,Palm oil,Latin America,0.284418
2013,Bradesco,Palm oil,Latin America,2.5512509999999997
2017,Bradesco,Palm oil,Latin America,0.273579
2016,Bradesco,Palm oil,Latin America,0.342922
2020,Bradesco,Palm oil,Latin America,0.489126
2021,Bradesco,Palm oil,Latin America,0.12236799999999999
2019,John Deere Bank,Palm oil,Latin America,0.083257
2018,John Deere Bank,Palm oil,Latin America,0.062144
2014,John Deere Bank,Palm oil,Latin America,0.093567
2015,John Deere Bank,Palm oil,Latin America,0.035776999999999996
2013,John Deere Bank,Palm oil,Latin America,0.14253000000000002
2017,John Deere Bank,Palm oil,Latin America,1.137873
2016,John Deere Bank,Palm oil,Latin America,0.042767
2020,John Deere Bank,Palm oil,Latin America,0.021403
2021,John Deere Bank,Palm oil,Latin America,1.5596219999999998
2019,Barclays,Palm oil,Latin America,0.490101
2018,Barclays,Palm oil,Latin America,0.551522
2014,Barclays,Palm oil,Latin America,0.393964
2015,Barclays,Palm oil,Latin America,0.291413
2013,Barclays,Palm oil,Latin America,0.179508
2017,Barclays,Palm oil,Latin America,0.27993599999999996
2016,Barclays,Palm oil,Latin America,0.433082
2020,Barclays,Palm oil,Latin America,0
2021,Barclays,Palm oil,Latin America,0.104285
2019,Bank of America,Palm oil,Latin America,0.65318
2018,Bank of America,Palm oil,Latin America,0.339534
2014,Bank of America,Palm oil,Latin America,0.299494
2015,Bank of America,Palm oil,Latin America,0.310603
2013,Bank of America,Palm oil,Latin America,0.1798
2017,Bank of America,Palm oil,Latin America,0.24917999999999998
2016,Bank of America,Palm oil,Latin America,0.43527
2020,Bank of America,Palm oil,Latin America,0
2021,Bank of America,Palm oil,Latin America,0.133741
2019,HSBC,Palm oil,Latin America,0.250681
2018,HSBC,Palm oil,Latin America,0.187139
2014,HSBC,Palm oil,Latin America,0.340704
2015,HSBC,Palm oil,Latin America,0.263667
2013,HSBC,Palm oil,Latin America,0.609981
2017,HSBC,Palm oil,Latin America,0.187297
2016,HSBC,Palm oil,Latin America,0.246937
2020,HSBC,Palm oil,Latin America,0
2021,HSBC,Palm oil,Latin America,0.462401
2019,BNP Paribas,Palm oil,Latin America,0.28203
2018,BNP Paribas,Palm oil,Latin America,0.438011
2014,BNP Paribas,Palm oil,Latin America,0.195731
2015,BNP Paribas,Palm oil,Latin America,0.1819
2013,BNP Paribas,Palm oil,Latin America,0.184936
