Country,Code,Year,Region,Sector,USDmillions
Saudi Arabia,SAU,2013,Southeast Asia,Rubber,NA
Saudi Arabia,SAU,2013,Southeast Asia,Timber,NA
Saudi Arabia,SAU,2013,Southeast Asia,Beef,NA
Saudi Arabia,SAU,2013,Southeast Asia,Soy,NA
Tanzania,TZA,2013,Latin America,Palm oil,NA
Tanzania,TZA,2013,Latin America,Pulp & paper,NA
Tanzania,TZA,2013,Latin America,Rubber,NA
Tanzania,TZA,2013,Latin America,Timber,NA
Tanzania,TZA,2013,Latin America,Beef,NA
Tanzania,TZA,2013,Latin America,Soy,NA
Tanzania,TZA,2013,Southeast Asia,Palm oil,15.346697
Tanzania,TZA,2013,Southeast Asia,Pulp & paper,NA
Tanzania,TZA,2013,Southeast Asia,Rubber,0.087103
Tanzania,TZA,2013,Southeast Asia,Timber,NA
Tanzania,TZA,2013,Southeast Asia,Beef,NA
Tanzania,TZA,2013,Southeast Asia,Soy,NA
Laos,LAO,2013,Latin America,Palm oil,NA
Laos,LAO,2013,Latin America,Pulp & paper,NA
Laos,LAO,2013,Latin America,Rubber,NA
Laos,LAO,2013,Latin America,Timber,NA
Laos,LAO,2013,Latin America,Beef,NA
Laos,LAO,2013,Latin America,Soy,NA
Laos,LAO,2013,Southeast Asia,Palm oil,7.41419
Laos,LAO,2013,Southeast Asia,Pulp & paper,NA
Laos,LAO,2013,Southeast Asia,Rubber,7.41419
Laos,LAO,2013,Southeast Asia,Timber,NA
Laos,LAO,2013,Southeast Asia,Beef,7.41419
Laos,LAO,2013,Southeast Asia,Soy,NA
Bahamas,BHM,2013,Latin America,Palm oil,NA
Bahamas,BHM,2013,Latin America,Pulp & paper,NA
Bahamas,BHM,2013,Latin America,Rubber,NA
Bahamas,BHM,2013,Latin America,Timber,NA
Bahamas,BHM,2013,Latin America,Beef,NA
Bahamas,BHM,2013,Latin America,Soy,NA
Bahamas,BHM,2013,Southeast Asia,Palm oil,NA
Bahamas,BHM,2013,Southeast Asia,Pulp & paper,NA
Bahamas,BHM,2013,Southeast Asia,Rubber,NA
Bahamas,BHM,2013,Southeast Asia,Timber,NA
Bahamas,BHM,2013,Southeast Asia,Beef,NA
Bahamas,BHM,2013,Southeast Asia,Soy,NA
United States,USA,2017,Latin America,Palm oil,2.599245
United States,USA,2017,Latin America,Pulp & paper,1594.138719
United States,USA,2017,Latin America,Rubber,0.526278
United States,USA,2017,Latin America,Timber,2.909625
United States,USA,2017,Latin America,Beef,424.432785
United States,USA,2017,Latin America,Soy,443.915187
United States,USA,2017,Southeast Asia,Palm oil,430.005526
United States,USA,2017,Southeast Asia,Pulp & paper,18.377669
United States,USA,2017,Southeast Asia,Rubber,34.009649
United States,USA,2017,Southeast Asia,Timber,40.253463000000004
United States,USA,2017,Southeast Asia,Beef,NA
United States,USA,2017,Southeast Asia,Soy,0.501238
United Kingdom,GBR,2017,Latin America,Palm oil,0.705991
United Kingdom,GBR,2017,Latin America,Pulp & paper,318.942922
United Kingdom,GBR,2017,Latin America,Rubber,NA
United Kingdom,GBR,2017,Latin America,Timber,0.884676
United Kingdom,GBR,2017,Latin America,Beef,213.538624
United Kingdom,GBR,2017,Latin America,Soy,199.567166
United Kingdom,GBR,2017,Southeast Asia,Palm oil,426.198457
United Kingdom,GBR,2017,Southeast Asia,Pulp & paper,2.649162
United Kingdom,GBR,2017,Southeast Asia,Rubber,57.446969
United Kingdom,GBR,2017,Southeast Asia,Timber,4.709252
United Kingdom,GBR,2017,Southeast Asia,Beef,3.053311
United Kingdom,GBR,2017,Southeast Asia,Soy,0.245294
Netherlands,NLD,2017,Latin America,Palm oil,0.611864
Netherlands,NLD,2017,Latin America,Pulp & paper,186.532509
Netherlands,NLD,2017,Latin America,Rubber,0.829164
Netherlands,NLD,2017,Latin America,Timber,3.43904
Netherlands,NLD,2017,Latin America,Beef,458.501557
Netherlands,NLD,2017,Latin America,Soy,490.399578
Netherlands,NLD,2017,Southeast Asia,Palm oil,546.820504
Netherlands,NLD,2017,Southeast Asia,Pulp & paper,0.883054
Netherlands,NLD,2017,Southeast Asia,Rubber,15.509901
Netherlands,NLD,2017,Southeast Asia,Timber,0.883054
Netherlands,NLD,2017,Southeast Asia,Beef,NA
Netherlands,NLD,2017,Southeast Asia,Soy,0.261762
Australia,AUS,2017,Latin America,Palm oil,0.176861
Australia,AUS,2017,Latin America,Pulp & paper,NA
Australia,AUS,2017,Latin America,Rubber,NA
Australia,AUS,2017,Latin America,Timber,NA
Australia,AUS,2017,Latin America,Beef,0.878004
Australia,AUS,2017,Latin America,Soy,20.765179
Australia,AUS,2017,Southeast Asia,Palm oil,135.148992
Australia,AUS,2017,Southeast Asia,Pulp & paper,1.766108
Australia,AUS,2017,Southeast Asia,Rubber,25.198246
Australia,AUS,2017,Southeast Asia,Timber,1.766108
Australia,AUS,2017,Southeast Asia,Beef,NA
Australia,AUS,2017,Southeast Asia,Soy,0.084246
France,FRA,2017,Latin America,Palm oil,0.38567
France,FRA,2017,Latin America,Pulp & paper,386.535131
France,FRA,2017,Latin America,Rubber,0.195371
France,FRA,2017,Latin America,Timber,0.644383
France,FRA,2017,Latin America,Beef,19.089392
France,FRA,2017,Latin America,Soy,55.960681
France,FRA,2017,Southeast Asia,Palm oil,272.2632
France,FRA,2017,Southeast Asia,Pulp & paper,9.401503
France,FRA,2017,Southeast Asia,Rubber,12.651846
France,FRA,2017,Southeast Asia,Timber,9.401503
France,FRA,2017,Southeast Asia,Beef,NA
France,FRA,2017,Southeast Asia,Soy,0.175176
Singapore,SGP,2017,Latin America,Palm oil,0.145741
Singapore,SGP,2017,Latin America,Pulp & paper,1.758307
Singapore,SGP,2017,Latin America,Rubber,NA
Singapore,SGP,2017,Latin America,Timber,2.14796
Singapore,SGP,2017,Latin America,Beef,1.100163
Singapore,SGP,2017,Latin America,Soy,29.039659
Singapore,SGP,2017,Southeast Asia,Palm oil,656.392231
Singapore,SGP,2017,Southeast Asia,Pulp & paper,NA
Singapore,SGP,2017,Southeast Asia,Rubber,96.785891
Singapore,SGP,2017,Southeast Asia,Timber,121.930977
Singapore,SGP,2017,Southeast Asia,Beef,3.053311
Singapore,SGP,2017,Southeast Asia,Soy,0.103132
Germany,DEU,2017,Latin America,Palm oil,0.256353
Germany,DEU,2017,Latin America,Pulp & paper,2.1701740000000003
Germany,DEU,2017,Latin America,Rubber,0.101844
Germany,DEU,2017,Latin America,Timber,5.527705
Germany,DEU,2017,Latin America,Beef,6.913883
Germany,DEU,2017,Latin America,Soy,24.05231
Germany,DEU,2017,Southeast Asia,Palm oil,59.322782
Germany,DEU,2017,Southeast Asia,Pulp & paper,0.883054
Germany,DEU,2017,Southeast Asia,Rubber,4.759843
Germany,DEU,2017,Southeast Asia,Timber,2.757776
Germany,DEU,2017,Southeast Asia,Beef,NA
Germany,DEU,2017,Southeast Asia,Soy,0.084401
Japan,JPN,2017,Latin America,Palm oil,0.697762
Japan,JPN,2017,Latin America,Pulp & paper,965.410178
Japan,JPN,2017,Latin America,Rubber,0.009756
Japan,JPN,2017,Latin America,Timber,10.281683
Japan,JPN,2017,Latin America,Beef,8.830033
Japan,JPN,2017,Latin America,Soy,76.43433
Japan,JPN,2017,Southeast Asia,Palm oil,879.176492
Japan,JPN,2017,Southeast Asia,Pulp & paper,230.482473
Japan,JPN,2017,Southeast Asia,Rubber,192.505961
Japan,JPN,2017,Southeast Asia,Timber,259.856002
Japan,JPN,2017,Southeast Asia,Beef,NA
Japan,JPN,2017,Southeast Asia,Soy,0.379158
Spain,ESP,2017,Latin America,Palm oil,0.39939
Spain,ESP,2017,Latin America,Pulp & paper,337.0127
Spain,ESP,2017,Latin America,Rubber,5.351864
Spain,ESP,2017,Latin America,Timber,14.920782
Spain,ESP,2017,Latin America,Beef,752.293103
Spain,ESP,2017,Latin America,Soy,555.435302
Spain,ESP,2017,Southeast Asia,Palm oil,13.119374
Spain,ESP,2017,Southeast Asia,Pulp & paper,NA
Spain,ESP,2017,Southeast Asia,Rubber,2.526054
Spain,ESP,2017,Southeast Asia,Timber,NA
Spain,ESP,2017,Southeast Asia,Beef,NA
Spain,ESP,2017,Southeast Asia,Soy,0.034198
Switzerland,CHE,2017,Latin America,Palm oil,0.151425
Switzerland,CHE,2017,Latin America,Pulp & paper,NA
Switzerland,CHE,2017,Latin America,Rubber,NA
Switzerland,CHE,2017,Latin America,Timber,NA
Switzerland,CHE,2017,Latin America,Beef,0.144562
Switzerland,CHE,2017,Latin America,Soy,9.983681
Switzerland,CHE,2017,Southeast Asia,Palm oil,28.327966
Switzerland,CHE,2017,Southeast Asia,Pulp & paper,NA
Switzerland,CHE,2017,Southeast Asia,Rubber,50.127801
Switzerland,CHE,2017,Southeast Asia,Timber,1.25
Switzerland,CHE,2017,Southeast Asia,Beef,NA
Switzerland,CHE,2017,Southeast Asia,Soy,0.052218
United Arab Emirates,ARE,2017,Latin America,Palm oil,0.019659
United Arab Emirates,ARE,2017,Latin America,Pulp & paper,NA
United Arab Emirates,ARE,2017,Latin America,Rubber,NA
United Arab Emirates,ARE,2017,Latin America,Timber,NA
United Arab Emirates,ARE,2017,Latin America,Beef,NA
United Arab Emirates,ARE,2017,Latin America,Soy,6.853943
United Arab Emirates,ARE,2017,Southeast Asia,Palm oil,32.589505
United Arab Emirates,ARE,2017,Southeast Asia,Pulp & paper,NA
United Arab Emirates,ARE,2017,Southeast Asia,Rubber,40.038892
United Arab Emirates,ARE,2017,Southeast Asia,Timber,NA
United Arab Emirates,ARE,2017,Southeast Asia,Beef,NA
United Arab Emirates,ARE,2017,Southeast Asia,Soy,0.036607
Canada,CAN,2017,Latin America,Palm oil,0.033227
Canada,CAN,2017,Latin America,Pulp & paper,345.302142
Canada,CAN,2017,Latin America,Rubber,NA
Canada,CAN,2017,Latin America,Timber,NA
Canada,CAN,2017,Latin America,Beef,0.433686
Canada,CAN,2017,Latin America,Soy,3.853336
Canada,CAN,2017,Southeast Asia,Palm oil,4.123307
Canada,CAN,2017,Southeast Asia,Pulp & paper,NA
Canada,CAN,2017,Southeast Asia,Rubber,NA
Canada,CAN,2017,Southeast Asia,Timber,NA
Canada,CAN,2017,Southeast Asia,Beef,NA
Canada,CAN,2017,Southeast Asia,Soy,0.011457
Italy,ITA,2017,Latin America,Palm oil,0.093569
Italy,ITA,2017,Latin America,Pulp & paper,NA
Italy,ITA,2017,Latin America,Rubber,NA
Italy,ITA,2017,Latin America,Timber,NA
Italy,ITA,2017,Latin America,Beef,0.144562
Italy,ITA,2017,Latin America,Soy,10.431658
Italy,ITA,2017,Southeast Asia,Palm oil,14.530071
Italy,ITA,2017,Southeast Asia,Pulp & paper,NA
Italy,ITA,2017,Southeast Asia,Rubber,5.139816
Italy,ITA,2017,Southeast Asia,Timber,NA
Italy,ITA,2017,Southeast Asia,Beef,NA
Italy,ITA,2017,Southeast Asia,Soy,0.033984
Egypt,EGY,2017,Latin America,Palm oil,0.001882
Egypt,EGY,2017,Latin America,Pulp & paper,NA
Egypt,EGY,2017,Latin America,Rubber,NA
Egypt,EGY,2017,Latin America,Timber,NA
Egypt,EGY,2017,Latin America,Beef,NA
Egypt,EGY,2017,Latin America,Soy,0.459512
Egypt,EGY,2017,Southeast Asia,Palm oil,0.233496
Egypt,EGY,2017,Southeast Asia,Pulp & paper,NA
Egypt,EGY,2017,Southeast Asia,Rubber,NA
Egypt,EGY,2017,Southeast Asia,Timber,NA
Egypt,EGY,2017,Southeast Asia,Beef,NA
Egypt,EGY,2017,Southeast Asia,Soy,6.48e-4
Gabon,GAB,2017,Latin America,Palm oil,NA
Gabon,GAB,2017,Latin America,Pulp & paper,NA
Gabon,GAB,2017,Latin America,Rubber,NA
Gabon,GAB,2017,Latin America,Timber,NA
Gabon,GAB,2017,Latin America,Beef,NA
Gabon,GAB,2017,Latin America,Soy,NA
Gabon,GAB,2017,Southeast Asia,Palm oil,NA
Gabon,GAB,2017,Southeast Asia,Pulp & paper,NA
Gabon,GAB,2017,Southeast Asia,Rubber,NA
Gabon,GAB,2017,Southeast Asia,Timber,NA
Gabon,GAB,2017,Southeast Asia,Beef,NA
Gabon,GAB,2017,Southeast Asia,Soy,NA
Bahrain,BHR,2017,Latin America,Palm oil,0.00437
Bahrain,BHR,2017,Latin America,Pulp & paper,0.001158
Bahrain,BHR,2017,Latin America,Rubber,0.21433600000000003
Bahrain,BHR,2017,Latin America,Timber,0.397973
Bahrain,BHR,2017,Latin America,Beef,72.456743
Bahrain,BHR,2017,Latin America,Soy,31.290404
Bahrain,BHR,2017,Southeast Asia,Palm oil,24.783075
Bahrain,BHR,2017,Southeast Asia,Pulp & paper,NA
Bahrain,BHR,2017,Southeast Asia,Rubber,NA
Bahrain,BHR,2017,Southeast Asia,Timber,NA
Bahrain,BHR,2017,Southeast Asia,Beef,NA
Bahrain,BHR,2017,Southeast Asia,Soy,NA
India,IND,2017,Latin America,Palm oil,0.05906799999999999
India,IND,2017,Latin America,Pulp & paper,41.046
India,IND,2017,Latin America,Rubber,NA
India,IND,2017,Latin America,Timber,0.562932
India,IND,2017,Latin America,Beef,NA
India,IND,2017,Latin America,Soy,2.976413
India,IND,2017,Southeast Asia,Palm oil,7.330602000000001
India,IND,2017,Southeast Asia,Pulp & paper,15
India,IND,2017,Southeast Asia,Rubber,6.490551
India,IND,2017,Southeast Asia,Timber,0.562932
India,IND,2017,Southeast Asia,Beef,NA
India,IND,2017,Southeast Asia,Soy,0.02037
Austria,AUT,2017,Latin America,Palm oil,0.007946
Austria,AUT,2017,Latin America,Pulp & paper,NA
Austria,AUT,2017,Latin America,Rubber,NA
Austria,AUT,2017,Latin America,Timber,NA
Austria,AUT,2017,Latin America,Beef,NA
Austria,AUT,2017,Latin America,Soy,0.870651
Austria,AUT,2017,Southeast Asia,Palm oil,0.986114
Austria,AUT,2017,Southeast Asia,Pulp & paper,NA
Austria,AUT,2017,Southeast Asia,Rubber,NA
Austria,AUT,2017,Southeast Asia,Timber,NA
Austria,AUT,2017,Southeast Asia,Beef,NA
Austria,AUT,2017,Southeast Asia,Soy,0.002739
China,CHN,2017,Latin America,Palm oil,0.05602899999999999
China,CHN,2017,Latin America,Pulp & paper,75.258198
China,CHN,2017,Latin America,Rubber,0.05149
China,CHN,2017,Latin America,Timber,29.482489
China,CHN,2017,Latin America,Beef,87.21435500000001
China,CHN,2017,Latin America,Soy,172.496922
China,CHN,2017,Southeast Asia,Palm oil,219.019001
China,CHN,2017,Southeast Asia,Pulp & paper,1220.174011
China,CHN,2017,Southeast Asia,Rubber,133.073821
China,CHN,2017,Southeast Asia,Timber,32.995594
China,CHN,2017,Southeast Asia,Beef,NA
China,CHN,2017,Southeast Asia,Soy,0.535047
Brazil,BRA,2017,Latin America,Palm oil,3.834853
Brazil,BRA,2017,Latin America,Pulp & paper,990.512162
Brazil,BRA,2017,Latin America,Rubber,26.283586
Brazil,BRA,2017,Latin America,Timber,107.372364
Brazil,BRA,2017,Latin America,Beef,10045.009952
Brazil,BRA,2017,Latin America,Soy,7903.385797
Brazil,BRA,2017,Southeast Asia,Palm oil,4.7607
Brazil,BRA,2017,Southeast Asia,Pulp & paper,NA
Brazil,BRA,2017,Southeast Asia,Rubber,NA
Brazil,BRA,2017,Southeast Asia,Timber,NA
Brazil,BRA,2017,Southeast Asia,Beef,NA
Brazil,BRA,2017,Southeast Asia,Soy,0.007349
Belgium,BEL,2017,Latin America,Palm oil,0.00855399999999999
Belgium,BEL,2017,Latin America,Pulp & paper,NA
Belgium,BEL,2017,Latin America,Rubber,NA
Belgium,BEL,2017,Latin America,Timber,NA
Belgium,BEL,2017,Latin America,Beef,NA
Belgium,BEL,2017,Latin America,Soy,1.326865
Belgium,BEL,2017,Southeast Asia,Palm oil,41.987365
Belgium,BEL,2017,Southeast Asia,Pulp & paper,NA
Belgium,BEL,2017,Southeast Asia,Rubber,1.001317
Belgium,BEL,2017,Southeast Asia,Timber,NA
Belgium,BEL,2017,Southeast Asia,Beef,NA
Belgium,BEL,2017,Southeast Asia,Soy,0.002949
South Korea,KOR,2017,Latin America,Palm oil,NA
South Korea,KOR,2017,Latin America,Pulp & paper,NA
South Korea,KOR,2017,Latin America,Rubber,NA
South Korea,KOR,2017,Latin America,Timber,0.704154
South Korea,KOR,2017,Latin America,Beef,NA
South Korea,KOR,2017,Latin America,Soy,NA
South Korea,KOR,2017,Southeast Asia,Palm oil,16.838399
South Korea,KOR,2017,Southeast Asia,Pulp & paper,40.669439
South Korea,KOR,2017,Southeast Asia,Rubber,NA
South Korea,KOR,2017,Southeast Asia,Timber,0.704154
South Korea,KOR,2017,Southeast Asia,Beef,NA
South Korea,KOR,2017,Southeast Asia,Soy,NA
Cyprus,CYP,2017,Latin America,Palm oil,NA
Cyprus,CYP,2017,Latin America,Pulp & paper,NA
Cyprus,CYP,2017,Latin America,Rubber,NA
Cyprus,CYP,2017,Latin America,Timber,NA
Cyprus,CYP,2017,Latin America,Beef,NA
Cyprus,CYP,2017,Latin America,Soy,NA
Cyprus,CYP,2017,Southeast Asia,Palm oil,NA
Cyprus,CYP,2017,Southeast Asia,Pulp & paper,NA
Cyprus,CYP,2017,Southeast Asia,Rubber,NA
Cyprus,CYP,2017,Southeast Asia,Timber,NA
Cyprus,CYP,2017,Southeast Asia,Beef,NA
Cyprus,CYP,2017,Southeast Asia,Soy,NA
Jordan,JOR,2017,Latin America,Palm oil,NA
Jordan,JOR,2017,Latin America,Pulp & paper,NA
Jordan,JOR,2017,Latin America,Rubber,NA
Jordan,JOR,2017,Latin America,Timber,NA
Jordan,JOR,2017,Latin America,Beef,NA
Jordan,JOR,2017,Latin America,Soy,NA
Jordan,JOR,2017,Southeast Asia,Palm oil,NA
Jordan,JOR,2017,Southeast Asia,Pulp & paper,NA
Jordan,JOR,2017,Southeast Asia,Rubber,NA
Jordan,JOR,2017,Southeast Asia,Timber,NA
Jordan,JOR,2017,Southeast Asia,Beef,NA
Jordan,JOR,2017,Southeast Asia,Soy,NA
South Africa,ZAF,2017,Latin America,Palm oil,NA
South Africa,ZAF,2017,Latin America,Pulp & paper,NA
South Africa,ZAF,2017,Latin America,Rubber,NA
South Africa,ZAF,2017,Latin America,Timber,NA
South Africa,ZAF,2017,Latin America,Beef,NA
South Africa,ZAF,2017,Latin America,Soy,NA
South Africa,ZAF,2017,Southeast Asia,Palm oil,NA
South Africa,ZAF,2017,Southeast Asia,Pulp & paper,NA
South Africa,ZAF,2017,Southeast Asia,Rubber,NA
South Africa,ZAF,2017,Southeast Asia,Timber,NA
South Africa,ZAF,2017,Southeast Asia,Beef,NA
South Africa,ZAF,2017,Southeast Asia,Soy,NA
Sweden,SWE,2017,Latin America,Palm oil,0.00441
Sweden,SWE,2017,Latin America,Pulp & paper,5.679811
Sweden,SWE,2017,Latin America,Rubber,NA
Sweden,SWE,2017,Latin America,Timber,4.024813
Sweden,SWE,2017,Latin America,Beef,1.67514
Sweden,SWE,2017,Latin America,Soy,0.325932
Sweden,SWE,2017,Southeast Asia,Palm oil,0.547257
Sweden,SWE,2017,Southeast Asia,Pulp & paper,NA
Sweden,SWE,2017,Southeast Asia,Rubber,NA
Sweden,SWE,2017,Southeast Asia,Timber,NA
Sweden,SWE,2017,Southeast Asia,Beef,NA
Sweden,SWE,2017,Southeast Asia,Soy,0.001521
Philippines,PHL,2017,Latin America,Palm oil,NA
Philippines,PHL,2017,Latin America,Pulp & paper,20.53
Philippines,PHL,2017,Latin America,Rubber,NA
Philippines,PHL,2017,Latin America,Timber,NA
Philippines,PHL,2017,Latin America,Beef,NA
Philippines,PHL,2017,Latin America,Soy,NA
Philippines,PHL,2017,Southeast Asia,Palm oil,113.211813
Philippines,PHL,2017,Southeast Asia,Pulp & paper,NA
Philippines,PHL,2017,Southeast Asia,Rubber,NA
Philippines,PHL,2017,Southeast Asia,Timber,NA
Philippines,PHL,2017,Southeast Asia,Beef,NA
Philippines,PHL,2017,Southeast Asia,Soy,NA
Chile,CHL,2017,Latin America,Palm oil,NA
Chile,CHL,2017,Latin America,Pulp & paper,NA
Chile,CHL,2017,Latin America,Rubber,NA
Chile,CHL,2017,Latin America,Timber,NA
Chile,CHL,2017,Latin America,Beef,NA
Chile,CHL,2017,Latin America,Soy,NA
Chile,CHL,2017,Southeast Asia,Palm oil,NA
Chile,CHL,2017,Southeast Asia,Pulp & paper,NA
Chile,CHL,2017,Southeast Asia,Rubber,NA
Chile,CHL,2017,Southeast Asia,Timber,NA
Chile,CHL,2017,Southeast Asia,Beef,NA
Chile,CHL,2017,Southeast Asia,Soy,NA
Qatar,QAT,2017,Latin America,Palm oil,NA
Qatar,QAT,2017,Latin America,Pulp & paper,NA
Qatar,QAT,2017,Latin America,Rubber,NA
Qatar,QAT,2017,Latin America,Timber,NA
Qatar,QAT,2017,Latin America,Beef,NA
Qatar,QAT,2017,Latin America,Soy,NA
Qatar,QAT,2017,Southeast Asia,Palm oil,NA
Qatar,QAT,2017,Southeast Asia,Pulp & paper,7.51064
Qatar,QAT,2017,Southeast Asia,Rubber,11.6619
Qatar,QAT,2017,Southeast Asia,Timber,2.233318
Qatar,QAT,2017,Southeast Asia,Beef,NA
Qatar,QAT,2017,Southeast Asia,Soy,NA
Taiwan,TWN,2017,Latin America,Palm oil,NA
Taiwan,TWN,2017,Latin America,Pulp & paper,150.502
Taiwan,TWN,2017,Latin America,Rubber,NA
Taiwan,TWN,2017,Latin America,Timber,5.605282
Taiwan,TWN,2017,Latin America,Beef,NA
Taiwan,TWN,2017,Latin America,Soy,NA
Taiwan,TWN,2017,Southeast Asia,Palm oil,153.252798
Taiwan,TWN,2017,Southeast Asia,Pulp & paper,230
Taiwan,TWN,2017,Southeast Asia,Rubber,NA
Taiwan,TWN,2017,Southeast Asia,Timber,5.605282
Taiwan,TWN,2017,Southeast Asia,Beef,NA
Taiwan,TWN,2017,Southeast Asia,Soy,NA
Israel,ISR,2017,Latin America,Palm oil,NA
Israel,ISR,2017,Latin America,Pulp & paper,NA
Israel,ISR,2017,Latin America,Rubber,NA
Israel,ISR,2017,Latin America,Timber,NA
Israel,ISR,2017,Latin America,Beef,NA
Israel,ISR,2017,Latin America,Soy,NA
Israel,ISR,2017,Southeast Asia,Palm oil,NA
Israel,ISR,2017,Southeast Asia,Pulp & paper,NA
Israel,ISR,2017,Southeast Asia,Rubber,NA
Israel,ISR,2017,Southeast Asia,Timber,NA
Israel,ISR,2017,Southeast Asia,Beef,NA
Israel,ISR,2017,Southeast Asia,Soy,NA
Indonesia,IDN,2017,Latin America,Palm oil,NA
Indonesia,IDN,2017,Latin America,Pulp & paper,NA
Indonesia,IDN,2017,Latin America,Rubber,NA
Indonesia,IDN,2017,Latin America,Timber,NA
Indonesia,IDN,2017,Latin America,Beef,NA
Indonesia,IDN,2017,Latin America,Soy,NA
Indonesia,IDN,2017,Southeast Asia,Palm oil,1022.368049
Indonesia,IDN,2017,Southeast Asia,Pulp & paper,1240.35494
Indonesia,IDN,2017,Southeast Asia,Rubber,174.895205
Indonesia,IDN,2017,Southeast Asia,Timber,4.473674
Indonesia,IDN,2017,Southeast Asia,Beef,NA
Indonesia,IDN,2017,Southeast Asia,Soy,NA
Malaysia,MYS,2017,Latin America,Palm oil,NA
Malaysia,MYS,2017,Latin America,Pulp & paper,NA
Malaysia,MYS,2017,Latin America,Rubber,NA
Malaysia,MYS,2017,Latin America,Timber,NA
Malaysia,MYS,2017,Latin America,Beef,NA
Malaysia,MYS,2017,Latin America,Soy,NA
Malaysia,MYS,2017,Southeast Asia,Palm oil,735.962908
Malaysia,MYS,2017,Southeast Asia,Pulp & paper,167
Malaysia,MYS,2017,Southeast Asia,Rubber,42.343409
Malaysia,MYS,2017,Southeast Asia,Timber,11.228151
Malaysia,MYS,2017,Southeast Asia,Beef,NA
Malaysia,MYS,2017,Southeast Asia,Soy,NA
Honduras,HND,2017,Latin America,Palm oil,NA
Honduras,HND,2017,Latin America,Pulp & paper,NA
Honduras,HND,2017,Latin America,Rubber,NA
Honduras,HND,2017,Latin America,Timber,NA
Honduras,HND,2017,Latin America,Beef,NA
Honduras,HND,2017,Latin America,Soy,NA
Honduras,HND,2017,Southeast Asia,Palm oil,NA
Honduras,HND,2017,Southeast Asia,Pulp & paper,NA
Honduras,HND,2017,Southeast Asia,Rubber,NA
Honduras,HND,2017,Southeast Asia,Timber,NA
Honduras,HND,2017,Southeast Asia,Beef,NA
Honduras,HND,2017,Southeast Asia,Soy,NA
Bermuda,BMU,2017,Latin America,Palm oil,NA
Bermuda,BMU,2017,Latin America,Pulp & paper,NA
Bermuda,BMU,2017,Latin America,Rubber,NA
Bermuda,BMU,2017,Latin America,Timber,NA
Bermuda,BMU,2017,Latin America,Beef,NA
Bermuda,BMU,2017,Latin America,Soy,NA
Bermuda,BMU,2017,Southeast Asia,Palm oil,NA
Bermuda,BMU,2017,Southeast Asia,Pulp & paper,NA
Bermuda,BMU,2017,Southeast Asia,Rubber,NA
Bermuda,BMU,2017,Southeast Asia,Timber,NA
Bermuda,BMU,2017,Southeast Asia,Beef,NA
Bermuda,BMU,2017,Southeast Asia,Soy,NA
Finland,FIN,2017,Latin America,Palm oil,NA
Finland,FIN,2017,Latin America,Pulp & paper,3.516614
Finland,FIN,2017,Latin America,Rubber,NA
Finland,FIN,2017,Latin America,Timber,0.433966
Finland,FIN,2017,Latin America,Beef,NA
Finland,FIN,2017,Latin America,Soy,NA
Finland,FIN,2017,Southeast Asia,Palm oil,NA
Finland,FIN,2017,Southeast Asia,Pulp & paper,NA
Finland,FIN,2017,Southeast Asia,Rubber,NA
Finland,FIN,2017,Southeast Asia,Timber,NA
Finland,FIN,2017,Southeast Asia,Beef,NA
Finland,FIN,2017,Southeast Asia,Soy,NA
Norway,NOR,2017,Latin America,Palm oil,NA
Norway,NOR,2017,Latin America,Pulp & paper,1.758307
Norway,NOR,2017,Latin America,Rubber,NA
Norway,NOR,2017,Latin America,Timber,0.216983
Norway,NOR,2017,Latin America,Beef,NA
Norway,NOR,2017,Latin America,Soy,NA
Norway,NOR,2017,Southeast Asia,Palm oil,NA
Norway,NOR,2017,Southeast Asia,Pulp & paper,NA
Norway,NOR,2017,Southeast Asia,Rubber,NA
Norway,NOR,2017,Southeast Asia,Timber,NA
Norway,NOR,2017,Southeast Asia,Beef,NA
Norway,NOR,2017,Southeast Asia,Soy,NA
Denmark,DNK,2017,Latin America,Palm oil,NA
Denmark,DNK,2017,Latin America,Pulp & paper,NA
Denmark,DNK,2017,Latin America,Rubber,NA
Denmark,DNK,2017,Latin America,Timber,NA
Denmark,DNK,2017,Latin America,Beef,NA
Denmark,DNK,2017,Latin America,Soy,NA
Denmark,DNK,2017,Southeast Asia,Palm oil,NA
Denmark,DNK,2017,Southeast Asia,Pulp & paper,NA
Denmark,DNK,2017,Southeast Asia,Rubber,NA
Denmark,DNK,2017,Southeast Asia,Timber,NA
Denmark,DNK,2017,Southeast Asia,Beef,NA
Denmark,DNK,2017,Southeast Asia,Soy,NA
Monaco,MCO,2017,Latin America,Palm oil,NA
Monaco,MCO,2017,Latin America,Pulp & paper,NA
Monaco,MCO,2017,Latin America,Rubber,NA
Monaco,MCO,2017,Latin America,Timber,NA
Monaco,MCO,2017,Latin America,Beef,NA
Monaco,MCO,2017,Latin America,Soy,NA
Monaco,MCO,2017,Southeast Asia,Palm oil,NA
Monaco,MCO,2017,Southeast Asia,Pulp & paper,NA
Monaco,MCO,2017,Southeast Asia,Rubber,NA
Monaco,MCO,2017,Southeast Asia,Timber,NA
Monaco,MCO,2017,Southeast Asia,Beef,NA
Monaco,MCO,2017,Southeast Asia,Soy,NA
Luxembourg,LUX,2017,Latin America,Palm oil,NA
Luxembourg,LUX,2017,Latin America,Pulp & paper,NA
Luxembourg,LUX,2017,Latin America,Rubber,NA
